parameter_set_id,parameter_version,event_path_id,event_id,run_id,scene_id,prn,tracking_channel,center_window_id,path_id,estimate_stage,path_role,is_multipath,label_value,event_utc,environment_class,special_condition,road_type,elevation_deg,elevation_band,azimuth_deg,nmea_snr_db_hz,geometry_join_valid,geometry_time_delta_s,environment_modeling_ready,elevation_modeling_ready,excess_delay_samples,excess_delay_chips,excess_delay_s,excess_path_length_m,doppler_offset_hz,relative_doppler_hz,relative_power_db,source_power_field,source_file,source_file_sha256,source_row_number,parameter_source_status
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_846__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_846,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,846,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-20T15:36:16.900Z,Special Reflective,bridge over wide water surface,bridge over water,22,LOW,271,36,1,0.1,1,1,2.6,0.26,2.54154447703e-07,76.1935865885,59.4391136559,59.4391136559,-2.79065278139,mean_relative_power_db,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,9,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_847__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_847,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,847,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-20T15:36:16.920Z,Special Reflective,bridge over wide water surface,bridge over water,22,LOW,271,36,1,0.08,1,1,2.7,0.27,2.63929618768e-07,79.1241091496,59.5829358023,59.5829358023,-3.18327858084,mean_relative_power_db,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,11,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_755__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_755,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,755,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-20T15:36:15.080Z,Special Reflective,bridge over wide water surface,bridge over water,22,LOW,271,41,1,0.08,1,1,3.3,0.33,3.22580645161e-07,96.7072445161,54.7545501803,54.7545501803,-3.66764242119,mean_relative_power_db,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,13,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_757__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_757,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,757,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-20T15:36:15.120Z,Special Reflective,bridge over wide water surface,bridge over water,22,LOW,271,41,1,0.12,1,1,3.2,0.32,3.12805474096e-07,93.776721955,58.8072704798,58.8072704798,-5.19406710916,mean_relative_power_db,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,15,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_796__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_796,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,796,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-20T15:36:15.900Z,Special Reflective,bridge over wide water surface,bridge over water,22,LOW,271,38,1,0.1,1,1,2.8,0.28,2.73704789834e-07,82.0546317107,60.3353163244,60.3353163244,-4.7135463388,mean_relative_power_db,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,17,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_560__path_2,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_560,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,4,560,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-20T15:35:41.180Z,Special Reflective,bridge over wide water surface,bridge over water,28,LOW,80,45,1,0.18,1,1,1.1,0.11,1.0752688172e-07,32.235748172,10.8005277009,10.8005277009,-7.17440666457,mean_relative_power_db,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_paths.csv,d22af2b6a71728bcd2ed5ad8911a0c584ac63df9e5f17ee7c8ab442d6b9c8843,9,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1476__path_2,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1476,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,1476,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-20T15:36:17.500Z,Special Reflective,bridge over wide water surface,bridge over water,29,LOW,223,46,1,0.5,1,1,1.2,0.12,1.17302052786e-07,35.1662707331,12.3993980751,12.3993980751,-3.0453886384,mean_relative_power_db,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,3,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_449__path_2,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_449,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,449,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-20T15:35:56.960Z,Special Reflective,bridge over wide water surface,bridge over water,29,LOW,223,46,1,0.04,1,1,1,0.1,9.77517106549e-08,29.3052256109,-0.157565694562,-0.157565694562,0.339070822742,mean_relative_power_db,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,7,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_451__path_2,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_451,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,451,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-20T15:35:57.000Z,Special Reflective,bridge over wide water surface,bridge over water,29,LOW,223,46,1,0,1,1,1.2,0.12,1.17302052786e-07,35.1662707331,9.66725244302,9.66725244302,-3.07705977176,mean_relative_power_db,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,10,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_69__path_2,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_69,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,5,69,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:31.360Z,Urban,street environment,urban street,31,MID,152,47,1,0.63,1,1,1.1,0.11,1.0752688172e-07,32.235748172,-10.3356979047,-10.3356979047,-5.73621193729,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_paths.csv,7f2b486dc327422a91b7992f1fe5c984443706661c13323f9fca670b362b9440,5,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1291__path_2,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1291,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,5,1291,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:23:01.840Z,Urban,street environment,urban street,30,MID,152,46,1,0.15,1,1,1.2,0.12,1.17302052786e-07,35.1662707331,-28.760370736,-28.760370736,-12.8563382801,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_paths.csv,7f2b486dc327422a91b7992f1fe5c984443706661c13323f9fca670b362b9440,8,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_431__path_2,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_431,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,8,431,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:38.600Z,Urban,street environment,urban street,46,MID,190,49,1,0.39,1,1,1.5,0.15,1.46627565982e-07,43.9578384164,22.5532405676,22.5532405676,-19.1617004204,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15/stage4_joint_paths.csv,c6587dd2e08f379601dc0c0be72c8f358aac6b8b17dcd92cba2725cef284176e,3,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_433__path_2,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_433,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,8,433,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:38.640Z,Urban,street environment,urban street,46,MID,190,49,1,0.35,1,1,1.1,0.11,1.0752688172e-07,32.235748172,22.2655962747,22.2655962747,-14.5129577265,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15/stage4_joint_paths.csv,c6587dd2e08f379601dc0c0be72c8f358aac6b8b17dcd92cba2725cef284176e,6,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1585__path_2,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1585,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,8,1585,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:23:01.680Z,Urban,street environment,urban street,46,MID,190,50,1,0.31,1,1,1.2,0.12,1.17302052786e-07,35.1662707331,16.4732050805,16.4732050805,-17.4266250028,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15/stage4_joint_paths.csv,c6587dd2e08f379601dc0c0be72c8f358aac6b8b17dcd92cba2725cef284176e,8,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1587__path_2,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1587,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,8,1587,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:23:01.720Z,Urban,street environment,urban street,46,MID,190,50,1,0.27,1,1,1.2,0.12,1.17302052786e-07,35.1662707331,1.41481112643,1.41481112643,-6.59429080239,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15/stage4_joint_paths.csv,c6587dd2e08f379601dc0c0be72c8f358aac6b8b17dcd92cba2725cef284176e,11,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1428__path_2,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1428,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1428,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:58.540Z,Urban,street environment,urban street,38,MID,78,45,1,0.45,1,1,1.2,0.12,1.17302052786e-07,35.1662707331,15.1636665907,15.1636665907,-9.96077344323,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,3,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1318__path_2,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1318,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1318,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:56.340Z,Urban,street environment,urban street,38,MID,78,47,1,0.35,1,1,3.6,0.36,3.51906158358e-07,105.498812199,76.893857824,76.893857824,-14.5651654013,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,6,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1329__path_2,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1329,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1329,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:56.560Z,Urban,street environment,urban street,38,MID,78,46,1,0.43,1,1,3.5,0.35,3.42130987292e-07,102.568289638,80.5735056392,80.5735056392,-11.5782588615,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,8,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1560__path_2,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1560,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1560,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:23:01.180Z,Urban,street environment,urban street,38,MID,78,45,1,0.19,1,1,1.7,0.17,1.66177908113e-07,49.8188835386,62.2031295071,62.2031295071,-12.6530613933,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,10,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1562__path_2,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1562,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1562,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:23:01.220Z,Urban,street environment,urban street,38,MID,78,45,1,0.23,1,1,1.6,0.16,1.56402737048e-07,46.8883609775,57.144735553,57.144735553,-12.4124202911,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,12,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1332__path_2,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1332,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1332,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:56.620Z,Urban,street environment,urban street,38,MID,78,46,1,0.37,1,1,3.5,0.35,3.42130987292e-07,102.568289638,85.2134095887,85.2134095887,-13.204015054,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,14,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1429__path_2,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1429,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1429,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:58.560Z,Urban,street environment,urban street,38,MID,78,45,1,0.43,1,1,2.8,0.28,2.73704789834e-07,82.0546317107,75.2426065658,75.2426065658,-13.8878213302,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,16,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1429__path_3,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1429,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1429,3,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:58.560Z,Urban,street environment,urban street,38,MID,78,45,1,0.43,1,1,7.9,0.79,7.72238514174e-07,231.511282326,135.242606566,135.242606566,-21.6291224978,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,17,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1429__path_4,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1429,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1429,4,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:58.560Z,Urban,street environment,urban street,38,MID,78,45,1,0.43,1,1,37.4,3.74,3.65591397849e-06,1096.01543785,140.242606566,140.242606566,-21.7625884166,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,18,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G19__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_1434__path_2,F1023_V70_D0122_P1__G19__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_1434,F1023_V70_D0122_P1__G19__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G19,11,1434,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:58.660Z,Urban,street environment,urban street,36,MID,112,46,1,0.33,1,1,2.7,0.27,2.63929618768e-07,79.1241091496,50.6373064408,50.6373064408,-14.0058792429,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G19/stage4_joint_paths.csv,c7c9ffa31e4012a9bb70bf0ec5cf6794204e74fe0827bde14b63def1f42090cb,3,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_446__path_2,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_446,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G22,4,446,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:38.900Z,Urban,street environment,urban street,38,MID,60,46,1,0.09,1,1,1.4,0.14,1.36852394917e-07,41.0273158553,75.3959083731,75.3959083731,-18.5408561785,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G22/stage4_joint_paths.csv,92ce0ff030919afe94a2bc560c60975d35229587a4b7e85fda2343a9056e7185,9,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_434__path_2,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_434,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G22,4,434,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:38.660Z,Urban,street environment,urban street,38,MID,60,46,1,0.33,1,1,1.2,0.12,1.17302052786e-07,35.1662707331,77.1217741288,77.1217741288,-15.8635228887,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G22/stage4_joint_paths.csv,92ce0ff030919afe94a2bc560c60975d35229587a4b7e85fda2343a9056e7185,11,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_932__path_2,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_932,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G24,7,932,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:48.620Z,Urban,street environment,urban street,69,HIGH,280,49,1,0.37,1,1,1.5,0.15,1.46627565982e-07,43.9578384164,-32.4240860285,-32.4240860285,-18.2565229313,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G24/stage4_joint_paths.csv,e05245afcaf23f7235356a9279b7508fa3e52b25656862f8d17e9ec45fcece47,7,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1361__path_2,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1361,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G24,7,1361,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:57.200Z,Urban,street environment,urban street,69,HIGH,280,48,1,0.21,1,1,1,0.1,9.77517106549e-08,29.3052256109,12.9928172776,12.9928172776,-9.99501464007,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G24/stage4_joint_paths.csv,e05245afcaf23f7235356a9279b7508fa3e52b25656862f8d17e9ec45fcece47,9,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1362__path_2,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1362,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G24,7,1362,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:22:57.220Z,Urban,street environment,urban street,69,HIGH,280,48,1,0.23,1,1,1.2,0.12,1.17302052786e-07,35.1662707331,7.99281727761,7.99281727761,-10.8109650343,mean_relative_power_db,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G24/stage4_joint_paths.csv,e05245afcaf23f7235356a9279b7508fa3e52b25656862f8d17e9ec45fcece47,11,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_594__path_2,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_594,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G12,2,594,2,stage4_joint,multipath,1,confirmed_multipath,2026-01-22T08:31:17.860Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,,,,,0,,1,0,1.6,0.16,1.56402737048e-07,46.8883609775,-28.9847902677,-28.9847902677,-7.47280682106,mean_relative_power_db,scenes/F1023_V70_D0122_P2/sage_results/nav_sage_v2/G12/stage4_joint_paths.csv,e838394d618b15ca59c9d076ba7b66238a8814b60ca32feb1d766e67cb43843d,3,complete
