parameter_set_id,parameter_version,event_id,run_id,scene_id,prn,center_window_id,event_utc,environment_class,special_condition,road_type,elevation_deg,elevation_band,environment_modeling_ready,elevation_modeling_ready,confirmed_path_count,elevation_modeling_ready_path_count,max_excess_delay_chips,median_excess_delay_chips,mean_excess_delay_chips,max_excess_delay_s,max_excess_path_length_m,min_relative_doppler_hz,max_relative_doppler_hz,relative_doppler_span_hz,median_relative_doppler_hz,min_relative_power_db,max_relative_power_db,median_relative_power_db,parameter_source_status
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_451,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,451,2026-01-20T15:35:57.000Z,Special Reflective,bridge over wide water surface,bridge over water,29,LOW,1,1,1,1,0.12,0.12,0.12,1.17302052786e-07,35.1662707331,9.66725244302,9.66725244302,0,9.66725244302,-3.07705977176,-3.07705977176,-3.07705977176,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1291,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,1291,2026-01-22T08:23:01.840Z,Urban,street environment,urban street,30,MID,1,1,1,1,0.12,0.12,0.12,1.17302052786e-07,35.1662707331,-28.760370736,-28.760370736,0,-28.760370736,-12.8563382801,-12.8563382801,-12.8563382801,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_69,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,69,2026-01-22T08:22:31.360Z,Urban,street environment,urban street,31,MID,1,1,1,1,0.11,0.11,0.11,1.0752688172e-07,32.235748172,-10.3356979047,-10.3356979047,0,-10.3356979047,-5.73621193729,-5.73621193729,-5.73621193729,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1585,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,1585,2026-01-22T08:23:01.680Z,Urban,street environment,urban street,46,MID,1,1,1,1,0.12,0.12,0.12,1.17302052786e-07,35.1662707331,16.4732050805,16.4732050805,0,16.4732050805,-17.4266250028,-17.4266250028,-17.4266250028,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1587,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,1587,2026-01-22T08:23:01.720Z,Urban,street environment,urban street,46,MID,1,1,1,1,0.12,0.12,0.12,1.17302052786e-07,35.1662707331,1.41481112643,1.41481112643,0,1.41481112643,-6.59429080239,-6.59429080239,-6.59429080239,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_431,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,431,2026-01-22T08:22:38.600Z,Urban,street environment,urban street,46,MID,1,1,1,1,0.15,0.15,0.15,1.46627565982e-07,43.9578384164,22.5532405676,22.5532405676,0,22.5532405676,-19.1617004204,-19.1617004204,-19.1617004204,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_433,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,433,2026-01-22T08:22:38.640Z,Urban,street environment,urban street,46,MID,1,1,1,1,0.11,0.11,0.11,1.0752688172e-07,32.235748172,22.2655962747,22.2655962747,0,22.2655962747,-14.5129577265,-14.5129577265,-14.5129577265,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1318,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,1318,2026-01-22T08:22:56.340Z,Urban,street environment,urban street,38,MID,1,1,1,1,0.36,0.36,0.36,3.51906158358e-07,105.498812199,76.893857824,76.893857824,0,76.893857824,-14.5651654013,-14.5651654013,-14.5651654013,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1329,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,1329,2026-01-22T08:22:56.560Z,Urban,street environment,urban street,38,MID,1,1,1,1,0.35,0.35,0.35,3.42130987292e-07,102.568289638,80.5735056392,80.5735056392,0,80.5735056392,-11.5782588615,-11.5782588615,-11.5782588615,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1332,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,1332,2026-01-22T08:22:56.620Z,Urban,street environment,urban street,38,MID,1,1,1,1,0.35,0.35,0.35,3.42130987292e-07,102.568289638,85.2134095887,85.2134095887,0,85.2134095887,-13.204015054,-13.204015054,-13.204015054,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1428,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,1428,2026-01-22T08:22:58.540Z,Urban,street environment,urban street,38,MID,1,1,1,1,0.12,0.12,0.12,1.17302052786e-07,35.1662707331,15.1636665907,15.1636665907,0,15.1636665907,-9.96077344323,-9.96077344323,-9.96077344323,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1429,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,1429,2026-01-22T08:22:58.560Z,Urban,street environment,urban street,38,MID,1,1,3,3,3.74,0.79,1.60333333333,3.65591397849e-06,1096.01543785,75.2426065658,140.242606566,65,135.242606566,-21.7625884166,-13.8878213302,-21.6291224978,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1560,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,1560,2026-01-22T08:23:01.180Z,Urban,street environment,urban street,38,MID,1,1,1,1,0.17,0.17,0.17,1.66177908113e-07,49.8188835386,62.2031295071,62.2031295071,0,62.2031295071,-12.6530613933,-12.6530613933,-12.6530613933,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1562,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,1562,2026-01-22T08:23:01.220Z,Urban,street environment,urban street,38,MID,1,1,1,1,0.16,0.16,0.16,1.56402737048e-07,46.8883609775,57.144735553,57.144735553,0,57.144735553,-12.4124202911,-12.4124202911,-12.4124202911,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G19__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_1434,F1023_V70_D0122_P1__G19__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G19,1434,2026-01-22T08:22:58.660Z,Urban,street environment,urban street,36,MID,1,1,1,1,0.27,0.27,0.27,2.63929618768e-07,79.1241091496,50.6373064408,50.6373064408,0,50.6373064408,-14.0058792429,-14.0058792429,-14.0058792429,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_434,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G22,434,2026-01-22T08:22:38.660Z,Urban,street environment,urban street,38,MID,1,1,1,1,0.12,0.12,0.12,1.17302052786e-07,35.1662707331,77.1217741288,77.1217741288,0,77.1217741288,-15.8635228887,-15.8635228887,-15.8635228887,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_446,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G22,446,2026-01-22T08:22:38.900Z,Urban,street environment,urban street,38,MID,1,1,1,1,0.14,0.14,0.14,1.36852394917e-07,41.0273158553,75.3959083731,75.3959083731,0,75.3959083731,-18.5408561785,-18.5408561785,-18.5408561785,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1361,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G24,1361,2026-01-22T08:22:57.200Z,Urban,street environment,urban street,69,HIGH,1,1,1,1,0.1,0.1,0.1,9.77517106549e-08,29.3052256109,12.9928172776,12.9928172776,0,12.9928172776,-9.99501464007,-9.99501464007,-9.99501464007,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1362,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G24,1362,2026-01-22T08:22:57.220Z,Urban,street environment,urban street,69,HIGH,1,1,1,1,0.12,0.12,0.12,1.17302052786e-07,35.1662707331,7.99281727761,7.99281727761,0,7.99281727761,-10.8109650343,-10.8109650343,-10.8109650343,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_932,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G24,932,2026-01-22T08:22:48.620Z,Urban,street environment,urban street,69,HIGH,1,1,1,1,0.15,0.15,0.15,1.46627565982e-07,43.9578384164,-32.4240860285,-32.4240860285,0,-32.4240860285,-18.2565229313,-18.2565229313,-18.2565229313,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_471,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G12,471,2026-01-22T08:31:15.400Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,,,1,0,1,0,0.17,0.17,0.17,1.66177908113e-07,49.8188835386,-53.5240561399,-53.5240561399,0,-53.5240561399,-11.0955211906,-11.0955211906,-11.0955211906,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_535,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G12,535,2026-01-22T08:31:16.680Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,,,1,0,1,0,0.12,0.12,0.12,1.17302052786e-07,35.1662707331,-51.8906474787,-51.8906474787,0,-51.8906474787,-4.73108619448,-4.73108619448,-4.73108619448,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_594,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G12,594,2026-01-22T08:31:17.860Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,,,1,0,1,0,0.16,0.16,0.16,1.56402737048e-07,46.8883609775,-28.9847902677,-28.9847902677,0,-28.9847902677,-7.47280682106,-7.47280682106,-7.47280682106,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_595,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G12,595,2026-01-22T08:31:17.880Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,,,1,0,1,0,0.16,0.16,0.16,1.56402737048e-07,46.8883609775,-43.6009040874,-43.6009040874,0,-43.6009040874,-11.536495873,-11.536495873,-11.536495873,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_653,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G12,653,2026-01-22T08:31:19.040Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,,,1,0,2,0,0.21,0.16,0.16,2.05278592375e-07,61.540973783,-49.0253416242,25.9746583758,75,-11.5253416242,-10.0979841764,-1.75822717677,-5.9281056766,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_694,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G12,694,2026-01-22T08:31:19.860Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,,,1,0,2,0,0.2,0.15,0.15,1.9550342131e-07,58.6104512219,-47.8038993946,27.1961006054,75,-10.3038993946,-11.5401335503,-9.31424787473,-10.4271907125,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_848,F1023_V70_D0122_P2__G12__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G12,848,2026-01-22T08:31:22.940Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,,,1,0,1,0,0.15,0.15,0.15,1.46627565982e-07,43.9578384164,-30.7569022476,-30.7569022476,0,-30.7569022476,-9.36385753881,-9.36385753881,-9.36385753881,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_1071,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G23,1071,2026-01-22T08:31:21.400Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,23,LOW,1,1,1,1,0.24,0.24,0.24,2.34604105572e-07,70.3325414663,-62.5005045314,-62.5005045314,0,-62.5005045314,-3.20661635132,-3.20661635132,-3.20661635132,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_2143,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G23,2143,2026-01-22T08:32:12.880Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,23,LOW,1,1,1,1,0.13,0.13,0.13,1.27077223851e-07,38.0967932942,0.412962794995,0.412962794995,0,0.412962794995,-4.01871024037,-4.01871024037,-4.01871024037,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_877,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G23,877,2026-01-22T08:31:17.520Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,23,LOW,1,1,1,1,0.1,0.1,0.1,9.77517106549e-08,29.3052256109,-35.5108553255,-35.5108553255,0,-35.5108553255,-8.91496196205,-8.91496196205,-8.91496196205,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_878,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G23,878,2026-01-22T08:31:17.540Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,23,LOW,1,1,1,1,0.1,0.1,0.1,9.77517106549e-08,29.3052256109,-40.1269691463,-40.1269691463,0,-40.1269691463,-12.0687041174,-12.0687041174,-12.0687041174,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_888,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G23,888,2026-01-22T08:31:17.740Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,23,LOW,1,1,1,1,0.1,0.1,0.1,9.77517106549e-08,29.3052256109,-21.288107347,-21.288107347,0,-21.288107347,-8.08846445976,-8.08846445976,-8.08846445976,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_889,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G23,889,2026-01-22T08:31:17.760Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,23,LOW,1,1,1,1,0.17,0.17,0.17,1.66177908113e-07,49.8188835386,-35.9042211668,-35.9042211668,0,-35.9042211668,-12.7993145087,-12.7993145087,-12.7993145087,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_891,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G23,891,2026-01-22T08:31:17.800Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,23,LOW,1,1,1,1,0.16,0.16,0.16,1.56402737048e-07,46.8883609775,-45.1364488073,-45.1364488073,0,-45.1364488073,-14.5561429263,-14.5561429263,-14.5561429263,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_1493,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G24,1493,2026-01-22T08:31:29.840Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,,,1,0,1,0,0.12,0.12,0.12,1.17302052786e-07,35.1662707331,-38.4817884543,-38.4817884543,0,-38.4817884543,-18.561922086,-18.561922086,-18.561922086,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_2197,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G24,2197,2026-01-22T08:31:43.920Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,,,1,0,1,0,0.16,0.16,0.16,1.56402737048e-07,46.8883609775,-38.7904171608,-38.7904171608,0,-38.7904171608,-13.0362397458,-13.0362397458,-13.0362397458,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_2198,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G24,2198,2026-01-22T08:31:43.940Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,,,1,0,2,0,0.24,0.17,0.17,2.34604105572e-07,70.3325414663,-33.7908555538,36.2091444462,70,1.20914444617,-18.6489637981,-17.3685293796,-18.0087465888,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_2199,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G24,2199,2026-01-22T08:31:43.960Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,,,1,0,1,0,0.11,0.11,0.11,1.0752688172e-07,32.235748172,-8.79129394688,-8.79129394688,0,-8.79129394688,-8.79242917662,-8.79242917662,-8.79242917662,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_3071,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G24,3071,2026-01-22T08:32:01.400Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,74,HIGH,1,1,1,1,0.11,0.11,0.11,1.0752688172e-07,32.235748172,-26.590890813,-26.590890813,0,-26.590890813,-13.6777357721,-13.6777357721,-13.6777357721,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_432,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8,G28,432,2026-01-17T12:40:56.620Z,Highway/Open,open road,open road,50,MID,1,1,1,1,0.11,0.11,0.11,1.0752688172e-07,32.235748172,35.8854807459,35.8854807459,0,35.8854807459,-15.9704869274,-15.9704869274,-15.9704869274,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_433,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8,G28,433,2026-01-17T12:40:56.640Z,Highway/Open,open road,open road,50,MID,1,1,1,1,0.17,0.17,0.17,1.66177908113e-07,49.8188835386,31.0476861742,31.0476861742,0,31.0476861742,-15.4362729205,-15.4362729205,-15.4362729205,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_434,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8,G28,434,2026-01-17T12:40:56.660Z,Highway/Open,open road,open road,50,MID,1,1,1,1,0.11,0.11,0.11,1.0752688172e-07,32.235748172,31.2098916025,31.2098916025,0,31.2098916025,-16.088378962,-16.088378962,-16.088378962,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_733,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8,G29,733,2026-01-17T12:41:02.640Z,Highway/Open,open road,open road,67,HIGH,1,1,1,1,0.1,0.1,0.1,9.77517106549e-08,29.3052256109,15.6611319262,15.6611319262,0,15.6611319262,-12.5906314685,-12.5906314685,-12.5906314685,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_47,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7,G25,47,2026-01-17T12:37:00.920Z,Mountain/Valley,open mountain winding road,open mountain winding road,80,HIGH,1,1,1,1,0.11,0.11,0.11,1.0752688172e-07,32.235748172,9.66430209529,9.66430209529,0,9.66430209529,-10.1780500244,-10.1780500244,-10.1780500244,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7,G25,84,2026-01-17T12:37:01.660Z,Mountain/Valley,open mountain winding road,open mountain winding road,80,HIGH,1,1,1,1,0.1,0.1,0.1,9.77517106549e-08,29.3052256109,14.6643020953,14.6643020953,0,14.6643020953,-11.4893364497,-11.4893364497,-11.4893364497,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_9,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7,G28,9,2026-01-17T12:37:30.160Z,Mountain/Valley,open mountain winding road,open mountain winding road,49,MID,1,1,1,1,0.11,0.11,0.11,1.0752688172e-07,32.235748172,-5.20234681079,-5.20234681079,0,-5.20234681079,-6.87295082669,-6.87295082669,-6.87295082669,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_148,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7,G32,148,2026-01-17T12:37:02.940Z,Mountain/Valley,open mountain winding road,open mountain winding road,22,LOW,1,1,1,1,0.12,0.12,0.12,1.17302052786e-07,35.1662707331,-7.76908860874,-7.76908860874,0,-7.76908860874,-3.72939563502,-3.72939563502,-3.72939563502,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_149,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7,G32,149,2026-01-17T12:37:02.960Z,Mountain/Valley,open mountain winding road,open mountain winding road,22,LOW,1,1,1,1,0.12,0.12,0.12,1.17302052786e-07,35.1662707331,-2.97563018742,-2.97563018742,0,-2.97563018742,-2.36883826084,-2.36883826084,-2.36883826084,complete
parameters_20260825_stage4_path_v1,stage4-confirmed-path-parameters-v1,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_150,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7,G32,150,2026-01-17T12:37:02.980Z,Mountain/Valley,open mountain winding road,open mountain winding road,22,LOW,1,1,1,1,0.12,0.12,0.12,1.17302052786e-07,35.1662707331,-8.18217176609,-8.18217176609,0,-8.18217176609,0.036341332758,0.036341332758,0.036341332758,complete
