event_id,run_id,scene_id,prn,center_window_id,recording_time_s,tow_s,event_utc,elevation_deg,azimuth_deg,tracking_cn0_db_hz,nmea_snr_db_hz,vehicle_speed_kmh,speed_source,geometry_join_status,geometry_join_valid,geometry_join_method,geometry_source_utc,geometry_time_delta_s,time_alignment_id,missing_reason,observation_quality,derivation_version,context_alignment_version
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1646,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1,G29,1646,70.0350635386119,228128.9,2026-01-20T15:21:50.900Z,34.000,76.000,43.3082962036133,43.000,3.226184000011,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:21:51.000Z,0.1,F1023_V70_D0120_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2098,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1,G29,2098,79.0751086021505,228137.94,2026-01-20T15:21:59.940Z,33.000,76.000,43.3332443237305,44.000,15.9438679999972,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:22:00.000Z,0.06,F1023_V70_D0120_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2100,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1,G29,2100,79.115108797654,228137.98,2026-01-20T15:21:59.980Z,33.000,76.000,43.4020080566406,44.000,15.8957159999874,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:22:00.000Z,0.02,F1023_V70_D0120_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2593,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1,G29,2593,88.9751580645161,228147.84,2026-01-20T15:22:09.840Z,33.000,76.000,43.2382850646973,44.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:22:09.000Z,0.84,F1023_V70_D0120_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_2594,F1023_V70_D0120_P1__G29__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1,G29,2594,88.9951582600196,228147.86,2026-01-20T15:22:09.860Z,33.000,76.000,43.2404594421387,44.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:22:09.000Z,0.86,F1023_V70_D0120_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_540,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1,G31,540,77.9152038123167,228136.78,2026-01-20T15:21:58.780Z,34.000,228.000,43.2215118408203,44.000,16.3583455999962,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:21:59.000Z,0.22,F1023_V70_D0120_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_783,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1,G31,783,82.775228054741,228141.64,2026-01-20T15:22:03.640Z,34.000,228.000,45.4858360290527,44.000,6.05011360006132,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:22:04.000Z,0.36,F1023_V70_D0120_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_784,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1,G31,784,82.7952281524927,228141.66,2026-01-20T15:22:03.660Z,34.000,228.000,45.6118965148926,44.000,6.13789840001533,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:22:04.000Z,0.34,F1023_V70_D0120_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_785,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1,G31,785,82.8152282502444,228141.68,2026-01-20T15:22:03.680Z,34.000,228.000,45.773307800293,44.000,6.22568319996934,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:22:04.000Z,0.32,F1023_V70_D0120_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_157,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1,G31,157,70.2551654936461,228129.12,2026-01-20T15:21:51.120Z,34.000,228.000,47.9164009094238,48.000,3.3595279999875,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:21:51.000Z,0.12,F1023_V70_D0120_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_469,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1,G31,469,76.4951966764418,228135.36,2026-01-20T15:21:57.360Z,34.000,228.000,42.0784645080566,44.000,9.28815039990117,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:21:57.000Z,0.36,F1023_V70_D0120_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_471,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1,G31,471,76.5351968719453,228135.4,2026-01-20T15:21:57.400Z,34.000,228.000,41.5017929077148,44.000,9.57113599995882,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:21:57.000Z,0.4,F1023_V70_D0120_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_594,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P1,G31,594,78.9952091886608,228137.86,2026-01-20T15:21:59.860Z,34.000,228.000,42.3420257568359,42.000,16.0401720000168,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:22:00.000Z,0.14,F1023_V70_D0120_P1__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1086,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G18,1086,59.5366983382209,228477.7,2026-01-20T15:27:39.700Z,73.000,136.000,49.1608085632324,49.000,35.9762111997558,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:27:39.990Z,0.29,F1023_V70_D0120_P5__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1087,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G18,1087,59.5566984359726,228477.72,2026-01-20T15:27:39.720Z,73.000,136.000,49.1903839111328,49.000,35.6191455999428,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:27:39.990Z,0.27,F1023_V70_D0120_P5__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1088,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G18,1088,59.5766984359726,228477.74,2026-01-20T15:27:39.740Z,73.000,136.000,49.2306213378906,49.000,35.2620800001299,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:27:39.990Z,0.25,F1023_V70_D0120_P5__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_874,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G18,874,55.2966860215054,228473.46,2026-01-20T15:27:35.460Z,73.000,136.000,48.0219383239746,48.000,324.83616999925,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:27:34.990Z,0.47,F1023_V70_D0120_P5__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_178,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,178,53.3878809384164,228471.54,2026-01-20T15:27:33.540Z,16.000,143.000,40.9766807556152,40.000,98.6740970011837,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:27:32.990Z,0.55,F1023_V70_D0120_P5__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_16,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,16,50.1478775171066,228468.3,2026-01-20T15:27:30.300Z,16.000,143.000,41.3095932006836,41.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:27:30.990Z,0.69,F1023_V70_D0120_P5__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_17,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,17,50.1678775171065,228468.32,2026-01-20T15:27:30.320Z,16.000,143.000,41.3569450378418,41.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:27:30.990Z,0.67,F1023_V70_D0120_P5__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_18,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,18,50.1878776148583,228468.34,2026-01-20T15:27:30.340Z,16.000,143.000,41.3569450378418,41.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:27:30.990Z,0.65,F1023_V70_D0120_P5__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_65,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,65,51.1278785923754,228469.28,2026-01-20T15:27:31.280Z,16.000,143.000,40.9913864135742,41.000,33.7644602000005,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:27:30.990Z,0.29,F1023_V70_D0120_P5__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_66,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,66,51.1478785923754,228469.3,2026-01-20T15:27:31.300Z,16.000,143.000,40.8925285339355,41.000,33.7761277999944,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:27:30.990Z,0.31,F1023_V70_D0120_P5__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_67,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,67,51.1678785923754,228469.32,2026-01-20T15:27:31.320Z,16.000,143.000,40.8713531494141,41.000,33.7877954000053,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:27:30.990Z,0.33,F1023_V70_D0120_P5__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,84,51.5078789833822,228469.66,2026-01-20T15:27:31.660Z,16.000,143.000,41.4491767883301,41.000,33.9861446000032,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:27:30.990Z,0.67,F1023_V70_D0120_P5__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_122,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,122,40.2558809384164,228458.42,2026-01-20T15:27:20.420Z,,,48.7027626037598,,NaN,fallback_120_kmh,inconclusive,0,tow_to_utc_nearest_gsv,2026-01-20T15:27:30.990Z,10.57,F1023_V70_D0120_P5__tow_to_utc_v1,nearest_geometry_delta_exceeds_5s,warning,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_123,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,123,40.2758810361681,228458.44,2026-01-20T15:27:20.440Z,,,48.7381172180176,,NaN,fallback_120_kmh,inconclusive,0,tow_to_utc_nearest_gsv,2026-01-20T15:27:30.990Z,10.55,F1023_V70_D0120_P5__tow_to_utc_v1,nearest_geometry_delta_exceeds_5s,warning,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_121,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,121,40.2358809384164,228458.4,2026-01-20T15:27:20.400Z,,,48.6912727355957,,NaN,fallback_120_kmh,inconclusive,0,tow_to_utc_nearest_gsv,2026-01-20T15:27:30.990Z,10.59,F1023_V70_D0120_P5__tow_to_utc_v1,nearest_geometry_delta_exceeds_5s,warning,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_124,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,124,40.2958811339198,228458.46,2026-01-20T15:27:20.460Z,,,48.7521858215332,,NaN,fallback_120_kmh,inconclusive,0,tow_to_utc_nearest_gsv,2026-01-20T15:27:30.990Z,10.53,F1023_V70_D0120_P5__tow_to_utc_v1,nearest_geometry_delta_exceeds_5s,warning,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_136,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,136,40.5358819159335,228458.7,2026-01-20T15:27:20.700Z,,,48.9501800537109,,NaN,fallback_120_kmh,inconclusive,0,tow_to_utc_nearest_gsv,2026-01-20T15:27:30.990Z,10.29,F1023_V70_D0120_P5__tow_to_utc_v1,nearest_geometry_delta_exceeds_5s,warning,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_137,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,137,40.5558820136852,228458.72,2026-01-20T15:27:20.720Z,,,49.0169219970703,,NaN,fallback_120_kmh,inconclusive,0,tow_to_utc_nearest_gsv,2026-01-20T15:27:30.990Z,10.27,F1023_V70_D0120_P5__tow_to_utc_v1,nearest_geometry_delta_exceeds_5s,warning,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_138,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,138,40.5758821114369,228458.74,2026-01-20T15:27:20.740Z,,,49.0139579772949,,NaN,fallback_120_kmh,inconclusive,0,tow_to_utc_nearest_gsv,2026-01-20T15:27:30.990Z,10.25,F1023_V70_D0120_P5__tow_to_utc_v1,nearest_geometry_delta_exceeds_5s,warning,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_286,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,286,43.5358921798631,228461.7,2026-01-20T15:27:23.700Z,,,48.3531494140625,,NaN,fallback_120_kmh,inconclusive,0,tow_to_utc_nearest_gsv,2026-01-20T15:27:30.990Z,7.29,F1023_V70_D0120_P5__tow_to_utc_v1,nearest_geometry_delta_exceeds_5s,warning,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_145,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,145,44.6613853372434,228734.88,2026-01-20T15:31:56.880Z,74.000,129.000,48.4736442565918,48.000,6.47385120001289,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:31:56.990Z,0.11,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_352,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,352,48.8013979472141,228739.02,2026-01-20T15:32:01.020Z,74.000,129.000,48.8231163024902,49.000,10.7306731999458,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:32:00.990Z,0.03,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_982,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,982,61.4014362658847,228751.62,2026-01-20T15:32:13.620Z,74.000,129.000,49.0736122131348,49.000,3.17043879999452,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:32:13.990Z,0.37,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,84,43.4413816226784,228733.66,2026-01-20T15:31:55.660Z,74.000,129.000,48.8421745300293,48.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:31:55.990Z,0.33,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_350,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,350,48.7613977517107,228738.98,2026-01-20T15:32:00.980Z,74.000,129.000,48.8280754089355,49.000,10.4958396000526,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:32:00.990Z,0.01,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_417,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,417,50.1014018572825,228740.32,2026-01-20T15:32:02.320Z,74.000,129.000,49.7899589538574,50.000,15.8214507999688,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:32:01.990Z,0.33,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2197,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,2197,85.7015105571847,228775.92,2026-01-20T15:32:37.920Z,74.000,128.000,45.2266044616699,45.000,14.205395599992,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:32:37.990Z,0.07,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_421,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,421,50.1807827956989,228740.4,2026-01-20T15:32:02.400Z,74.000,232.000,50.446849822998,51.000,15.5443916000131,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:32:01.990Z,0.41,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_957,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,957,60.9008208211144,228751.12,2026-01-20T15:32:13.120Z,74.000,232.000,49.1603775024414,50.000,2.12405879999452,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:32:12.990Z,0.13,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_958,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,958,60.9208208211144,228751.14,2026-01-20T15:32:13.140Z,74.000,232.000,49.1603775024414,50.000,2.1659140000335,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:32:12.990Z,0.15,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_959,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,959,60.9408209188661,228751.16,2026-01-20T15:32:13.160Z,74.000,232.000,49.2220230102539,50.000,2.20776920001157,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:32:12.990Z,0.17,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_939,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,939,60.5408195503421,228750.76,2026-01-20T15:32:12.760Z,74.000,232.000,49.0636978149414,50.000,2.49945919996805,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:32:12.990Z,0.23,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_956,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,956,60.8808207233627,228751.1,2026-01-20T15:32:13.100Z,74.000,232.000,49.1575317382812,50.000,2.08220360001645,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:32:12.990Z,0.11,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_74,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,74,43.2490099706745,228733.46,2026-01-20T15:31:55.460Z,30.000,225.000,46.5574913024902,46.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:31:55.990Z,0.53,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_75,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,75,43.2690100684262,228733.48,2026-01-20T15:31:55.480Z,30.000,225.000,46.5878829956055,46.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:31:55.990Z,0.51,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_73,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,73,43.2290098729228,228733.44,2026-01-20T15:31:55.440Z,30.000,225.000,46.5574913024902,46.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:31:55.990Z,0.55,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
