event_id,run_id,scene_id,prn,center_window_id,recording_time_s,tow_s,event_utc,elevation_deg,azimuth_deg,tracking_cn0_db_hz,nmea_snr_db_hz,vehicle_speed_kmh,speed_source,geometry_join_status,geometry_join_valid,geometry_join_method,geometry_source_utc,geometry_time_delta_s,time_alignment_id,missing_reason,observation_quality,derivation_version,context_alignment_version
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_76,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,76,43.2890101661779,228733.5,2026-01-20T15:31:55.500Z,30.000,225.000,46.6587905883789,46.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:31:55.990Z,0.49,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_2093,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,2093,83.629219941349,228773.84,2026-01-20T15:32:35.840Z,30.000,224.000,35.834285736084,36.000,7.83210799999423,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:32:35.990Z,0.15,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,432,50.4090471163245,228740.62,2026-01-20T15:32:02.620Z,30.000,225.000,46.7719345092773,47.000,14.7824788000091,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:32:02.990Z,0.37,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_957,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,957,60.9091016617791,228751.12,2026-01-20T15:32:13.120Z,30.000,225.000,48.9744338989258,49.000,2.12405879999452,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:32:12.990Z,0.13,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_958,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,958,60.9291017595308,228751.14,2026-01-20T15:32:13.140Z,30.000,225.000,48.9490585327148,49.000,2.1659140000335,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:32:12.990Z,0.15,F1023_V70_D0120_P7__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_97,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,97,48.0786755620723,228859.92,2026-01-20T15:34:01.920Z,50.000,299.000,42.7751426696777,43.000,2.51649759983946,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:01.990Z,0.07,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_98,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,98,48.098675659824,228859.94,2026-01-20T15:34:01.940Z,50.000,299.000,42.7079887390137,43.000,2.30018399995278,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:01.990Z,0.05,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_221,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,221,50.5586804496579,228862.4,2026-01-20T15:34:04.400Z,50.000,299.000,41.5966148376465,41.000,15.4742008000214,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:03.990Z,0.41,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_222,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,222,50.5786804496579,228862.42,2026-01-20T15:34:04.420Z,50.000,299.000,41.6771202087402,41.000,15.3608583999159,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:03.990Z,0.43,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_419,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,419,54.518688172043,228866.36,2026-01-20T15:34:08.360Z,50.000,299.000,41.9194030761719,42.000,12.4961847999554,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:07.990Z,0.37,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_420,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,420,54.538688172043,228866.38,2026-01-20T15:34:08.380Z,50.000,299.000,41.9194030761719,42.000,12.571005600025,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:07.990Z,0.39,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_91,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,91,47.9586753665689,228859.8,2026-01-20T15:34:01.800Z,50.000,299.000,42.5625801086426,43.000,3.81437920010388,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:01.990Z,0.19,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_92,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,92,47.9786753665689,228859.82,2026-01-20T15:34:01.820Z,50.000,299.000,42.6288909912109,43.000,3.59806559990242,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:01.990Z,0.17,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_259,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,259,45.3173868035191,228857.16,2026-01-20T15:33:59.160Z,74.000,126.000,45.6661720275879,46.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:00.990Z,1.83,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_261,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,261,45.3573869012708,228857.2,2026-01-20T15:33:59.200Z,74.000,126.000,45.5804405212402,46.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:00.990Z,1.79,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_768,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,768,55.4974183773216,228867.34,2026-01-20T15:34:09.340Z,74.000,125.000,45.4094314575195,45.000,12.5130380000097,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:08.990Z,0.35,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_850,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,850,57.1374234604106,228868.98,2026-01-20T15:34:10.980Z,74.000,125.000,45.4947700500488,46.000,2.90523239993348,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:10.990Z,0.01,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_516,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,516,50.4574027370479,228862.3,2026-01-20T15:34:04.300Z,74.000,126.000,46.0131568908691,46.000,16.0409128000544,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:03.990Z,0.31,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_517,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,517,50.4774027370479,228862.32,2026-01-20T15:34:04.320Z,74.000,126.000,46.0088539123535,46.000,15.9275703999489,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:03.990Z,0.33,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_848,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,848,57.0974232649071,228868.94,2026-01-20T15:34:10.940Z,74.000,125.000,45.4651985168457,46.000,3.1178419999768,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:10.990Z,0.05,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_851,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,851,57.1574234604106,228869,2026-01-20T15:34:11.000Z,74.000,125.000,45.5059013366699,46.000,2.87523000000472,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:10.990Z,0.01,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_51,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G23,51,47.1678619745846,228859,2026-01-20T15:34:01.000Z,19.000,142.000,40.1922340393066,40.000,12.466923199978,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:00.990Z,0.01,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_52,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G23,52,47.1878619745846,228859.02,2026-01-20T15:34:01.020Z,19.000,142.000,40.1339912414551,40.000,12.2506096000913,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:00.990Z,0.03,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_53,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G23,53,47.2078620723363,228859.04,2026-01-20T15:34:01.040Z,19.000,142.000,40.066219329834,40.000,12.0342959998898,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:00.990Z,0.05,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_263,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G23,263,51.4078668621701,228863.24,2026-01-20T15:34:05.240Z,19.000,142.000,40.3272972106934,40.000,13.0149299999743,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:04.990Z,0.25,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_265,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G23,265,51.4478669599218,228863.28,2026-01-20T15:34:05.280Z,19.000,142.000,40.2927398681641,40.000,13.1564228000031,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:04.990Z,0.29,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_298,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,298,46.0968290322581,228857.94,2026-01-20T15:33:59.940Z,74.000,229.000,47.9140167236328,47.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:00.990Z,1.05,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_299,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,299,46.1168290322581,228857.96,2026-01-20T15:33:59.960Z,74.000,229.000,47.9140167236328,47.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:00.990Z,1.03,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_300,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,300,46.1368291300098,228857.98,2026-01-20T15:33:59.980Z,74.000,229.000,47.9179878234863,47.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:00.990Z,1.01,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_218,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,218,44.4968232649071,228856.34,2026-01-20T15:33:58.340Z,74.000,229.000,46.9582595825195,47.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:00.990Z,2.65,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_849,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,849,57.1168687194526,228868.96,2026-01-20T15:34:10.960Z,73.000,229.000,47.4826393127441,48.000,3.01153720003249,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:10.990Z,0.03,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_850,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,850,57.1368688172043,228868.98,2026-01-20T15:34:10.980Z,73.000,229.000,47.4386863708496,48.000,2.90523239993348,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:10.990Z,0.01,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_465,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,465,49.4368409579668,228861.28,2026-01-20T15:34:03.280Z,74.000,229.000,47.406005859375,48.000,15.5886544000027,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:02.990Z,0.29,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_194,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,194,44.0168215053763,228855.86,2026-01-20T15:33:57.860Z,74.000,229.000,47.1955223083496,47.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:34:00.990Z,3.13,F1023_V70_D0120_P8__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_92,F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G16,92,32.3509012707722,228949.82,2026-01-20T15:35:31.820Z,50.000,299.000,47.6258087158203,48.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:35:32.000Z,0.18,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_2565,F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G16,2565,81.8110004887586,228999.28,2026-01-20T15:36:21.280Z,51.000,299.000,44.955207824707,44.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:21.000Z,0.28,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_2566,F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G16,2566,81.8310004887585,228999.3,2026-01-20T15:36:21.300Z,51.000,299.000,44.955207824707,44.000,NaN,fallback_120_kmh,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:21.000Z,0.3,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_1899,F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G16,1899,68.4909736070381,228985.96,2026-01-20T15:36:07.960Z,51.000,299.000,45.7951164245605,46.000,16.4798367999579,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:08.000Z,0.04,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_2319,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,2319,76.8898634408602,228994.36,2026-01-20T15:36:16.360Z,75.000,122.000,48.9385223388672,49.000,34.3383024000344,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:16.000Z,0.36,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_2320,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,2320,76.9098635386119,228994.38,2026-01-20T15:36:16.380Z,75.000,122.000,48.9797286987305,49.000,34.2890391999885,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:16.000Z,0.38,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_1947,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,1947,69.4498399804497,228986.92,2026-01-20T15:36:08.920Z,75.000,122.000,48.7467231750488,49.000,18.7652048000289,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:09.000Z,0.08,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_1948,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,1948,69.4698400782014,228986.94,2026-01-20T15:36:08.940Z,75.000,122.000,48.7467231750488,49.000,18.8103936000053,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:09.000Z,0.06,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_1949,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,1949,69.4898401759531,228986.96,2026-01-20T15:36:08.960Z,75.000,122.000,48.8404541015625,49.000,18.8555823999816,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:09.000Z,0.04,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_2318,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,2318,76.8698633431085,228994.34,2026-01-20T15:36:16.340Z,75.000,122.000,48.9385223388672,49.000,34.3875656000086,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:16.000Z,0.34,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_2321,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,2321,76.9298635386119,228994.4,2026-01-20T15:36:16.400Z,75.000,122.000,48.9560699462891,49.000,34.2397760000143,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:16.000Z,0.4,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_1278,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,1278,56.0697978494624,228973.54,2026-01-20T15:35:55.540Z,75.000,122.000,48.8282508850098,49.000,2.2809232000006,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:35:56.000Z,0.46,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_1946,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,1946,69.4293447702835,228986.9,2026-01-20T15:36:08.900Z,73.000,225.000,49.265552520752,49.000,18.7200159999869,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:09.000Z,0.1,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_1947,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,1947,69.4493448680352,228986.92,2026-01-20T15:36:08.920Z,73.000,225.000,49.2471122741699,49.000,18.7652048000289,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:09.000Z,0.08,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_1948,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,1948,69.4693449657869,228986.94,2026-01-20T15:36:08.940Z,73.000,225.000,49.2471122741699,49.000,18.8103936000053,NMEA_RMC,valid,1,tow_to_utc_nearest_gsv,2026-01-20T15:36:09.000Z,0.06,F1023_V70_D0120_P9__tow_to_utc_v1,,valid,sage-event-path-derivation-v1,sage-event-context-alignment-v1
