stage3_path_id,stage3_center_id,run_id,logical_run_key,scene_id,prn,center_window_id,center_recording_time_s,selected_L,multipath_id,excess_delay_samples,doppler_offset_hz,relative_power_db,matched_window_count,longest_consecutive_count,persistence_pass,match_pattern,persistence_radius_windows,support_window_ids,support_window_count_derived,association_parse_status,environment_class,elevation_deg,elevation_band,geometry_join_status,geometry_join_valid,track_id,track_observation_count,track_weight,elevation_ready,quality_status,doppler_provenance_class,primary_exclusion_reason,sensitivity_exclusion_reason,author_gate_id,primary_population_included,sensitivity_population_included,track_weight_fixed_original,track_weight_recomputed_primary,track_weight_recomputed_sensitivity,absolute_doppler_hz,log_excess_delay,log1p_absolute_doppler,cell_id,cell_ready,parent_scope_role
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_432__mp_2,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_432,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,432,50.4090471163245,3,2,2.4,-92.351558385084,-11.7060255260359,4,3,1,11101,2,430;431;432;434,4,VALID,Urban,30,MID,valid,1,ALGTRACK_0125,1,1.0,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,BOUNDARY_SATURATION_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,1.0,1,1,92.351558385084,0.8754687373538999,4.536372563850359,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_957__mp_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_957,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,957,60.9091016617791,3,1,1.2,44.6042449905508,-2.62388842206601,3,3,1,00111,2,957;958;959,3,VALID,Urban,30,MID,valid,1,ALGTRACK_0129,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,44.6042449905508,0.1823215567939546,3.8200008040856024,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_957__mp_2,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_957,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,957,60.9091016617791,3,2,2.2,-55.3957550094492,-12.9090825105476,4,3,1,10111,2,955;957;958;959,4,VALID,Urban,30,MID,valid,1,ALGTRACK_0130,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,BOUNDARY_SATURATION_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,55.3957550094492,0.7884573603642703,4.032393889881494,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_958__mp_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_958,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,958,60.9291017595308,3,1,1.3,44.4820502345792,-1.68239364538005,3,3,1,01110,2,957;958;959,3,VALID,Urban,30,MID,valid,1,ALGTRACK_0129,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,44.4820502345792,0.26236426446749106,3.8173177477822557,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_958__mp_2,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_958,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,958,60.9291017595308,3,2,2.3,-55.5179497654208,-14.837745470506,3,3,1,01110,2,957;958;959,3,VALID,Urban,30,MID,valid,1,ALGTRACK_0130,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,BOUNDARY_SATURATION_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,55.5179497654208,0.8329091229351039,4.034558282661236,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_959__mp_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_959,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,959,60.9491018572825,3,1,1.1,44.3598554787859,-1.67314265534396,3,3,1,11100,2,957;958;959,3,VALID,Urban,30,MID,valid,1,ALGTRACK_0129,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,44.3598554787859,0.09531017980432493,3.814627473320636,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_959__mp_2,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_959,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,959,60.9491018572825,3,2,2.1,-55.6401445212141,-13.3778120629679,3,3,1,11100,2,957;958;959,3,VALID,Urban,30,MID,valid,1,ALGTRACK_0130,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,BOUNDARY_SATURATION_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,55.6401445212141,0.7419373447293773,4.0367180009573165,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2092__mp_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2092,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,2092,83.6092198435973,2,1,2.1,-1.82878693340717,-1.67377239517848,3,3,1,00111,2,2092;2093;2094,3,VALID,Urban,30,MID,valid,1,ALGTRACK_0120,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,1.82878693340717,0.7419373447293773,1.0398479743212665,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2093__mp_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2093,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,2093,83.629219941349,3,1,1.1,32.9397999892481,-2.49706157931681,4,4,1,01111,2,2092;2093;2094;2095,4,VALID,Urban,30,MID,valid,1,ALGTRACK_0120,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,32.9397999892481,0.09531017980432493,3.5245883667200095,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2093__mp_2,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2093,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,2093,83.629219941349,3,2,2.7,-7.06020001075194,-1.47945606444113,4,4,1,01111,2,2092;2093;2094;2095,4,VALID,Urban,30,MID,valid,1,ALGTRACK_0121,1,1.0,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,1.0,1,1,7.06020001075194,0.9932517730102834,2.0869383714404135,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2094__mp_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2094,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,2094,83.6492201368524,2,1,1.8,-2.29161308809671,-0.838938452381981,4,4,1,11110,2,2092;2093;2094;2095,4,VALID,Urban,30,MID,valid,1,ALGTRACK_0120,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,2.29161308809671,0.5877866649021191,1.1913777449526926,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2095__mp_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2095,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,2095,83.6692202346041,2,1,1.7,-2.52302616577617,-1.24958005334833,3,3,1,11100,2,2093;2094;2095,3,VALID,Urban,30,MID,valid,1,ALGTRACK_0120,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,2.52302616577617,0.5306282510621704,1.2593203264607191,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2206__mp_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2206,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,2206,85.8892316715543,3,1,1.4,49.6643020952852,-5.96550888239456,3,3,1,00111,2,2206;2207;2208,3,VALID,Urban,30,MID,valid,1,ALGTRACK_0122,2,0.5,1,PRIMARY_ADMITTED_SENSITIVITY_EXCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,EXACT_FOUR_REPEATED_DOPPLER_MODE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,0,0.5,0.5,,49.6643020952852,0.3364722366212129,3.9252215619171245,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2206__mp_2,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2206,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,2206,85.8892316715543,3,2,2.4,-50.3356979047148,-13.1244964294573,3,3,1,00111,2,2206;2207;2208,3,VALID,Urban,30,MID,valid,1,ALGTRACK_0123,2,0.5,1,PRIMARY_ADMITTED_SENSITIVITY_EXCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,EXACT_FOUR_REPEATED_DOPPLER_MODE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,0,0.5,0.5,,50.3356979047148,0.8754687373538999,3.9383863757635083,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2207__mp_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2207,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,2207,85.909231769306,3,1,1.5,49.6643020952852,-5.27324219864617,3,3,1,01110,2,2206;2207;2208,3,VALID,Urban,30,MID,valid,1,ALGTRACK_0122,2,0.5,1,PRIMARY_ADMITTED_SENSITIVITY_EXCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,EXACT_FOUR_REPEATED_DOPPLER_MODE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,0,0.5,0.5,,49.6643020952852,0.4054651081081644,3.9252215619171245,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2207__mp_2,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__center_2207,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,2207,85.909231769306,3,2,2.5,-50.3356979047148,-13.1759052768389,4,4,1,01111,2,2206;2207;2208;2209,4,VALID,Urban,30,MID,valid,1,ALGTRACK_0123,2,0.5,1,PRIMARY_ADMITTED_SENSITIVITY_EXCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,EXACT_FOUR_REPEATED_DOPPLER_MODE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,0,0.5,0.5,,50.3356979047148,0.9162907318741551,3.9383863757635083,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_91__mp_1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_91,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,91,47.9586753665689,2,1,2.1,39.6694151817601,-10.571931112659,3,3,1,00111,2,91;92;93,3,VALID,Urban,50,MID,valid,1,ALGTRACK_0138,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,39.6694151817601,0.7419373447293773,3.70547634021801,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_92__mp_1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_92,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,92,47.9786753665689,2,1,1.7,40.3009349825343,-1.50414850911429,3,3,1,01110,2,91;92;93,3,VALID,Urban,50,MID,valid,1,ALGTRACK_0138,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,40.3009349825343,0.5306282510621704,3.7208851385130166,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_93__mp_1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_93,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,93,47.9986753665689,2,1,1.2,40.932454782389,-1.78270784616848,3,3,1,11100,2,91;92;93,3,VALID,Urban,50,MID,valid,1,ALGTRACK_0138,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,40.932454782389,0.1823215567939546,3.736060104243355,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_96__mp_1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_96,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,96,48.0586755620723,2,1,1.9,47.8270141828725,-3.73269542255161,3,3,1,00111,2,96;97;98,3,VALID,Urban,50,MID,valid,1,ALGTRACK_0139,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,47.8270141828725,0.6418538861723947,3.8882837290172843,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_97__mp_1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_97,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,97,48.0786755620723,2,1,1.7,48.4585339836462,-2.9920336360788,4,4,1,01111,2,96;97;98;99,4,VALID,Urban,50,MID,valid,1,ALGTRACK_0139,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,48.4585339836462,0.5306282510621704,3.901134621210114,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_98__mp_1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_98,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,98,48.098675659824,2,1,1.3,49.0900537835009,-2.61950744235957,4,4,1,11110,2,96;97;98;99,4,VALID,Urban,50,MID,valid,1,ALGTRACK_0139,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,49.0900537835009,0.26236426446749106,3.91382246110624,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_99__mp_1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_99,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,99,48.118675659824,2,1,1.1,49.7215735833561,-2.31531692118653,3,3,1,11100,2,97;98;99,3,VALID,Urban,50,MID,valid,1,ALGTRACK_0139,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,49.7215735833561,0.09531017980432493,3.9263513345561485,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_203__mp_1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_203,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,203,50.1986797653959,2,1,1,-50.3271992860346,-6.43536938872992,3,3,1,00111,2,203;204;205,3,VALID,Urban,50,MID,valid,1,ALGTRACK_0131,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,50.3271992860346,0.0,3.938220812177594,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_204__mp_1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_204,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,204,50.2186797653959,2,1,1.7,-49.9963002128229,-5.05736533359781,3,3,1,01110,2,203;204;205,3,VALID,Urban,50,MID,valid,1,ALGTRACK_0131,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,49.9963002128229,0.5306282510621704,3.9317530852462115,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_205__mp_1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_205,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,205,50.2386798631476,2,1,1.3,-49.6654011396113,-6.16821583719,3,3,1,11100,2,203;204;205,3,VALID,Urban,50,MID,valid,1,ALGTRACK_0131,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,49.6654011396113,0.26236426446749106,3.9252432543585516,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_220__mp_1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_220,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,220,50.5386804496579,2,1,1.2,-49.7019150385481,-1.45820619672877,4,3,1,10111,2,218;220;221;222,4,VALID,Urban,50,MID,valid,1,ALGTRACK_0132,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,49.7019150385481,0.1823215567939546,3.9259636818472683,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_221__mp_1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_221,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,221,50.5586804496579,2,1,1.1,-44.3710159653365,-2.48844740558574,4,4,1,01111,2,220;221;222;223,4,VALID,Urban,50,MID,valid,1,ALGTRACK_0132,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,44.3710159653365,0.09531017980432493,3.8148734863133305,Urban__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_222__mp_1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__center_222,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,222,50.5786804496579,2,1,1.3,-49.0401168916433,-4.26364229613667,4,4,1,11110,2,220;221;222;223,4,VALID,Urban,50,MID,valid,1,ALGTRACK_0132,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,49.0401168916433,0.26236426446749106,3.9128250215600766,Urban__MID,1,CELL_AND_ENVIRONMENT
