stage3_path_id,stage3_center_id,run_id,logical_run_key,scene_id,prn,center_window_id,center_recording_time_s,selected_L,multipath_id,excess_delay_samples,doppler_offset_hz,relative_power_db,matched_window_count,longest_consecutive_count,persistence_pass,match_pattern,persistence_radius_windows,support_window_ids,support_window_count_derived,association_parse_status,environment_class,elevation_deg,elevation_band,geometry_join_status,geometry_join_valid,track_id,track_observation_count,track_weight,elevation_ready,quality_status,doppler_provenance_class,primary_exclusion_reason,sensitivity_exclusion_reason,author_gate_id,primary_population_included,sensitivity_population_included,track_weight_fixed_original,track_weight_recomputed_primary,track_weight_recomputed_sensitivity,absolute_doppler_hz,log_excess_delay,log1p_absolute_doppler,cell_id,cell_ready,parent_scope_role
F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__center_558__mp_2,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__center_558,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2,F1023_V70_D0117_P4,G28,558,57.9114086999022,3,2,2.7,-91.8207930770536,-11.5306193587493,4,4,1,11110,2,556;557;558;559,4,VALID,Mountain/Valley,42,MID,valid,1,ALGTRACK_0035,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,91.8207930770536,0.9932517730102834,4.530670678024035,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__center_559__mp_1,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__center_559,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2,F1023_V70_D0117_P4,G28,559,57.9314086999022,3,1,1.7,-41.6510180621194,-2.72725343292428,3,3,1,11100,2,557;558;559,3,VALID,Mountain/Valley,42,MID,valid,1,ALGTRACK_0034,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,41.6510180621194,0.5306282510621704,3.7530511438080034,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__center_559__mp_2,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__center_559,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G28__ch6__nav_sage_v2,F1023_V70_D0117_P4,G28,559,57.9314086999022,3,2,2.7,-91.6510180621194,-14.4631214268977,3,3,1,11100,2,557;558;559,3,VALID,Mountain/Valley,42,MID,valid,1,ALGTRACK_0035,4,0.25,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.25,0.25,0.25,91.6510180621194,0.9932517730102834,4.528839940929168,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_252__mp_1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_252,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,252,51.7884933528837,2,1,1.2,18.8472406223082,-17.4025930907328,3,3,1,01110,2,251;252;253,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0038,2,0.5,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.5,0.5,0.5,18.8472406223082,0.1823215567939546,2.9880649859995896,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_253__mp_1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_253,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,253,51.8084933528837,2,1,1.3,13.9013090984017,-14.7128171673278,3,3,1,11100,2,251;252;253,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0038,2,0.5,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.5,0.5,0.5,13.9013090984017,0.26236426446749106,2.701449068045176,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_307__mp_1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_307,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,307,52.8884954056696,4,1,1,-49.4431141651949,-2.08473374639869,3,3,1,00111,2,307;308;309,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0039,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,49.4431141651949,0.0,3.9208462491828526,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_307__mp_2,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_307,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,307,52.8884954056696,4,2,2,-94.4431141651949,-10.3767128988147,3,3,1,00111,2,307;308;309,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0040,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,94.4431141651949,0.6931471805599453,4.558530406817208,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_307__mp_3,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_307,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,307,52.8884954056696,4,3,3,55.5568858348051,-14.8896916037385,3,3,1,00111,2,307;308;309,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0041,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,55.5568858348051,1.0986122886681098,4.0352469605747,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_308__mp_1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_308,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,308,52.9084954056696,4,1,1,-49.569634399254,-1.68077525245772,3,3,1,01110,2,307;308;309,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0039,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,49.569634399254,0.0,3.9233512854682497,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_308__mp_2,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_308,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,308,52.9084954056696,4,2,2,-94.569634399254,-9.9506249166469,3,3,1,01110,2,307;308;309,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0040,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,94.569634399254,0.6931471805599453,4.559855137794722,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_308__mp_3,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_308,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,308,52.9084954056696,4,3,3,55.430365600746,-11.8533276814375,3,3,1,01110,2,307;308;309,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0041,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,55.430365600746,1.0986122886681098,4.033007410796602,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_309__mp_1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_309,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,309,52.9284955034213,4,1,1.2,-49.6961546333132,-1.43979425206778,3,3,1,11100,2,307;308;309,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0039,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,49.6961546333132,0.1823215567939546,3.925850062223941,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_309__mp_2,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_309,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,309,52.9284955034213,4,2,2.2,-94.6961546333132,-10.6609221212527,3,3,1,11100,2,307;308;309,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0040,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,94.6961546333132,0.7884573603642703,4.56117811618153,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_309__mp_3,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_309,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,309,52.9284955034213,4,3,3.2,55.3038453666868,-14.5095136515723,3,3,1,11100,2,307;308;309,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0041,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,55.3038453666868,1.1631508098056809,4.030762834175323,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_347__mp_1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_347,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,347,53.6884968719453,4,1,1.7,50.496076476858,-5.26529370253935,4,4,1,01111,2,346;347;348;349,4,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0042,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,50.496076476858,0.5306282510621704,3.941505619852094,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_347__mp_2,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_347,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,347,53.6884968719453,4,2,2.7,-49.503923523142,-13.1009855599124,3,3,1,00111,2,347;348;349,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0043,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,49.503923523142,0.9932517730102834,3.922051026790893,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_347__mp_3,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_347,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,347,53.6884968719453,4,3,3.7,100.496076476858,-14.7471874031296,3,3,1,00111,2,347;348;349,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0044,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,100.496076476858,1.308332819650179,4.620020142334289,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_348__mp_1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_348,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,348,53.7084968719453,4,1,1.3,55.3695562435355,-4.5069779490238,3,3,1,01110,2,347;348;349,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0042,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,55.3695562435355,0.26236426446749106,4.031929229852731,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_348__mp_2,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_348,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,348,53.7084968719453,4,2,2.3,-49.6304437564645,-9.50182399269042,4,4,1,11110,2,346;347;348;349,4,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0043,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,49.6304437564645,0.8329091229351039,3.924553050637552,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_348__mp_3,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_348,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,348,53.7084968719453,4,3,3.3,100.369556243535,-14.5074140574416,3,3,1,01110,2,347;348;349,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0044,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,100.369556243535,1.1939224684724346,4.618772811793082,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_349__mp_1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_349,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,349,53.728496969697,4,1,1.8,50.2430360094763,-6.40478274972673,3,3,1,11100,2,347;348;349,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0042,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,50.2430360094763,0.5877866649021191,3.9365797260436954,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_349__mp_2,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_349,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,349,53.728496969697,4,2,2.8,-49.7569639905237,-12.0450826845581,3,3,1,11100,2,347;348;349,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0043,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,49.7569639905237,1.0296194171811581,3.9270488299960413,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_349__mp_3,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_349,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,349,53.728496969697,4,3,3.8,100.243036009476,-14.1026395662313,3,3,1,11100,2,347;348;349,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0044,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,100.243036009476,1.33500106673234,4.617523923467862,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_464__mp_1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_464,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,464,56.0285012707722,3,1,1.8,-49.6907477855334,-3.07073789190777,3,3,1,00111,2,464;465;466,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0045,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,49.6907477855334,0.5877866649021191,3.925743404506703,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_464__mp_2,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_464,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,464,56.0285012707722,3,2,2.8,-94.6907477855334,-11.2625747116331,3,3,1,00111,2,464;465;466,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0046,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,94.6907477855334,1.0296194171811581,4.56112161442814,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_465__mp_1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_465,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,465,56.0485012707722,3,1,1.4,-49.7253516102337,-3.03230465232946,4,4,1,01111,2,464;465;466;467,4,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0045,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,FINE_GRID_QUANTIZED_VALID,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,49.7253516102337,0.3364722366212129,3.9264258173829494,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_465__mp_2,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_465,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,465,56.0485012707722,3,2,2.4,-94.7253516102337,-12.2182811430562,3,3,1,01110,2,464;465;466,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0046,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,94.7253516102337,0.8754687373538999,4.561483170485197,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_466__mp_1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__center_466,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0117_P4__G29__ch9__nav_sage_v2,F1023_V70_D0117_P4,G29,466,56.0685013685239,3,1,1,-44.7599554349335,-1.02309443671046,3,3,1,11100,2,464;465;466,3,VALID,Mountain/Valley,56,MID,valid,1,ALGTRACK_0045,3,0.3333333333333333,1,PRIMARY_ADMITTED_SENSITIVITY_INCLUDED,COARSE_GRID_LOCK_CANDIDATE,NONE,NONE,AUTHOR_APPROVED_KEEP_FULL_PRIMARY_20260831,1,1,0.3333333333333333,0.333333333333,0.333333333333,44.7599554349335,0.0,3.8234093731841257,Mountain/Valley__MID,1,CELL_AND_ENVIRONMENT
