event_path_id,event_id,run_id,scene_id,prn,tracking_channel,center_window_id,path_id,estimate_stage,path_role,is_multipath,delay_samples,excess_delay_samples,excess_delay_chips,excess_delay_s,derived_excess_path_length_m,doppler_hz,doppler_offset_hz,relative_power_db,source_power_field,amplitude,phase_rad,coherence,label_value,label_rule_version,source_file,source_file_sha256,source_row_number,modeling_eligibility,missing_reason,schema_version
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_124__path_2,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_124,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,7,124,2,stage4_joint,multipath,1,1.5,1.1,0.11,,,-5403.86987759221,9.66430209528517,-12.5674704012421,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage4_joint_paths.csv,855c49eedcfd007ecd064215674789f2bfb41bb556e292d5c608d621bca23bc8,6,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_136__path_1,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_136,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,7,136,1,stage4_joint,los,0,0.1,0,0,,,-5411.07568359375,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage4_joint_paths.csv,855c49eedcfd007ecd064215674789f2bfb41bb556e292d5c608d621bca23bc8,7,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_137__path_1,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_137,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,7,137,1,stage4_joint,los,0,0.2,0,0,,,-5413.2578125,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage4_joint_paths.csv,855c49eedcfd007ecd064215674789f2bfb41bb556e292d5c608d621bca23bc8,8,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_138__path_1,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_138,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,7,138,1,stage4_joint,los,0,0.3,0,0,,,-5413.71630859375,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage4_joint_paths.csv,855c49eedcfd007ecd064215674789f2bfb41bb556e292d5c608d621bca23bc8,9,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_286__path_1,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_286,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,7,286,1,stage4_joint,los,0,1.11022302462516e-16,0,0,,,-5412.93603515625,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage4_joint_paths.csv,855c49eedcfd007ecd064215674789f2bfb41bb556e292d5c608d621bca23bc8,10,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_286__path_2,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_286,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,7,286,2,stage4_joint,multipath,1,1.1,1.1,0.11,,,-5418.27173306096,-5.33569790471483,-6.03250890183562,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage4_joint_paths.csv,855c49eedcfd007ecd064215674789f2bfb41bb556e292d5c608d621bca23bc8,11,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_145__path_1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_145,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,4,145,1,stage4_joint,los,0,0.4,0,0,,,-4817.0107421875,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_paths.csv,b0091149a459357d0b10f82191dfaeac1b495b843a88aaa9104c525bf82d28e4,2,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_352__path_1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_352,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,4,352,1,stage4_joint,los,0,0.4,0,0,,,-4818.5166015625,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_paths.csv,b0091149a459357d0b10f82191dfaeac1b495b843a88aaa9104c525bf82d28e4,3,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_982__path_1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_982,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,4,982,1,stage4_joint,los,0,0.2,0,0,,,-4829.28515625,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_paths.csv,b0091149a459357d0b10f82191dfaeac1b495b843a88aaa9104c525bf82d28e4,4,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_84__path_1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,4,84,1,stage4_joint,los,0,0.1,0,0,,,-4814.7392578125,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_paths.csv,b0091149a459357d0b10f82191dfaeac1b495b843a88aaa9104c525bf82d28e4,5,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_84__path_2,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,4,84,2,stage4_joint,multipath,1,1.1,1,0.1,,,-4820.07495571721,-5.33569790471483,-6.6344569939449,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_paths.csv,b0091149a459357d0b10f82191dfaeac1b495b843a88aaa9104c525bf82d28e4,6,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_350__path_1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_350,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,4,350,1,stage4_joint,los,0,0.4,0,0,,,-4818.67919921875,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_paths.csv,b0091149a459357d0b10f82191dfaeac1b495b843a88aaa9104c525bf82d28e4,7,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_417__path_1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_417,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,4,417,1,stage4_joint,los,0,1.11022302462516e-16,0,0,,,-4817.6953125,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_paths.csv,b0091149a459357d0b10f82191dfaeac1b495b843a88aaa9104c525bf82d28e4,8,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_417__path_2,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_417,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,4,417,2,stage4_joint,multipath,1,1,1,0.1,,,-4823.08011239099,-5.38479989099415,-4.73078763183884,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_paths.csv,b0091149a459357d0b10f82191dfaeac1b495b843a88aaa9104c525bf82d28e4,9,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2197__path_1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2197,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,4,2197,1,stage4_joint,los,0,0.1,0,0,,,-4846.87255859375,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_paths.csv,b0091149a459357d0b10f82191dfaeac1b495b843a88aaa9104c525bf82d28e4,10,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_421__path_1,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_421,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,6,421,1,stage4_joint,los,0,0.3,0,0,,,-5613.2373046875,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage4_joint_paths.csv,73fefe7d9a593ca449cb04f5942ff50c2cb0b53a69f2238bf5a9881a00c19f7a,2,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_957__path_1,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_957,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,6,957,1,stage4_joint,los,0,0.5,0,0,,,-5623.388671875,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage4_joint_paths.csv,73fefe7d9a593ca449cb04f5942ff50c2cb0b53a69f2238bf5a9881a00c19f7a,3,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_958__path_1,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_958,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,6,958,1,stage4_joint,los,0,0.4,0,0,,,-5620.35888671875,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage4_joint_paths.csv,73fefe7d9a593ca449cb04f5942ff50c2cb0b53a69f2238bf5a9881a00c19f7a,4,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_959__path_1,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_959,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,6,959,1,stage4_joint,los,0,0.3,0,0,,,-5624.33251953125,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage4_joint_paths.csv,73fefe7d9a593ca449cb04f5942ff50c2cb0b53a69f2238bf5a9881a00c19f7a,5,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_939__path_1,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_939,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,6,939,1,stage4_joint,los,0,0.4,0,0,,,-5620.61279296875,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage4_joint_paths.csv,73fefe7d9a593ca449cb04f5942ff50c2cb0b53a69f2238bf5a9881a00c19f7a,6,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_956__path_1,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_956,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,6,956,1,stage4_joint,los,0,0.6,0,0,,,-5624.38623046875,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage4_joint_paths.csv,73fefe7d9a593ca449cb04f5942ff50c2cb0b53a69f2238bf5a9881a00c19f7a,7,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_74__path_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_74,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,8,74,1,stage4_joint,los,0,0.2,0,0,,,-8204.5302734375,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,6919625976b9d1027b5c91563fddee29c80a891508960a5b09efe8a11ee9cbfb,2,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_74__path_2,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_74,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,8,74,2,stage4_joint,multipath,1,1.7,1.5,0.15,,,-8219.86597134221,-15.3356979047148,-10.6563797918359,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,6919625976b9d1027b5c91563fddee29c80a891508960a5b09efe8a11ee9cbfb,3,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_75__path_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_75,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,8,75,1,stage4_joint,los,0,0.2,0,0,,,-8206.412109375,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,6919625976b9d1027b5c91563fddee29c80a891508960a5b09efe8a11ee9cbfb,4,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_75__path_2,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_75,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,8,75,2,stage4_joint,multipath,1,3.7,3.5,0.35,,,-8216.74780727971,-10.3356979047148,-13.7590184841216,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,6919625976b9d1027b5c91563fddee29c80a891508960a5b09efe8a11ee9cbfb,5,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_73__path_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_73,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,8,73,1,stage4_joint,los,0,0.4,0,0,,,-8210.021484375,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,6919625976b9d1027b5c91563fddee29c80a891508960a5b09efe8a11ee9cbfb,6,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_76__path_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_76,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,8,76,1,stage4_joint,los,0,2.22044604925031e-16,0,0,,,-8202.2587890625,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,6919625976b9d1027b5c91563fddee29c80a891508960a5b09efe8a11ee9cbfb,7,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_76__path_2,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_76,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,8,76,2,stage4_joint,multipath,1,1.1,1.1,0.11,,,-8217.59448696721,-15.3356979047148,-5.42357074079251,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,6919625976b9d1027b5c91563fddee29c80a891508960a5b09efe8a11ee9cbfb,8,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_2093__path_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_2093,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,8,2093,1,stage4_joint,los,0,-0.8,0,0,,,-8227.248046875,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,6919625976b9d1027b5c91563fddee29c80a891508960a5b09efe8a11ee9cbfb,9,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_2093__path_2,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_2093,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,8,2093,2,stage4_joint,multipath,1,1.1,1.9,0.19,,,-8229.30824688575,-2.06020001075194,-0.97102321436624,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,6919625976b9d1027b5c91563fddee29c80a891508960a5b09efe8a11ee9cbfb,10,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432__path_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,8,432,1,stage4_joint,los,0,0.5,0,0,,,-8199.4462890625,0,0,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,6919625976b9d1027b5c91563fddee29c80a891508960a5b09efe8a11ee9cbfb,11,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432__path_2,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,8,432,2,stage4_joint,multipath,1,1.6,1.1,0.11,,,-8216.79784744758,-17.351558385084,-7.75194332454867,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,6919625976b9d1027b5c91563fddee29c80a891508960a5b09efe8a11ee9cbfb,12,eligible_pending_modeling_qa,,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_957__path_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_957,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,8,957,1,stage4_joint,los,0,0.8,0,0,,,-8217.6005859375,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,6919625976b9d1027b5c91563fddee29c80a891508960a5b09efe8a11ee9cbfb,13,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_958__path_1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_958,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,8,958,1,stage4_joint,los,0,0.5,0,0,,,-8219.75,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,6919625976b9d1027b5c91563fddee29c80a891508960a5b09efe8a11ee9cbfb,14,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_97__path_1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_97,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,4,97,1,stage4_joint,los,0,1.11022302462516e-16,0,0,,,-3114.78271484375,0,0,mean_relative_power_db,,,,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G16/stage4_joint_paths.csv,a9659b6bde2c0c9b38ff6f8d0e0057e8b195641bfb4ad4d45c2f5539582bbf05,2,eligible_pending_modeling_qa,stage4_source_has_no_path_amplitude_phase_coherence,sage-event-path-db-v1
