run_id,logical_run_key,scene_id,scene_role,prn,constellation,prn_number,tracking_channel,signal_type,sampling_rate_hz,raw_storage_mode,raw_file_relpath,tracking_file_relpath,telemetry_file_relpath,rinex_nav_relpath,trajectory_relpath,satellite_geometry_relpaths,pipeline_family,pipeline_version,experiment_namespace,context_version,parameter_set_id,code_commit,code_sha256,run_created_at_utc,source_result_relpath,source_fingerprint,ingestion_version,run_status,stage0_status,stage1_status,stage2_status,stage3_status,stage4_status,stage0_nav_symbol_count,stage0_window_count,stage1_scanned_count,stage1_candidate_count,stage2_L1_count,stage2_L2_count,stage2_L3_count,stage2_L4_count,stage2_L_ge_2_count,stage2_L_ge_3_count,stage3_reliable_event_count,stage4_joint_result_count,confirmed_event_count,confirmed_path_count,qa_status,qa_issue_count,request_id,request_sha256,qa_report_path,execution_log_path,manifest_sha256,inventory_sha256,acceptance_class,batch,context_missing_legacy,modeling_eligibility,schema_version
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2,F1023_V70_D0120_P7,standard_scene,G26,G,26,6,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P7.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P7\gnss_sdr\tracking\F1023_V70_D0120_P7_track_ch_6.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P7\gnss_sdr\telemetry\F1023_V70_D0120_P7_telemetry_ch_6.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P7\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P7\trajectory\F1023_V70_D0120_P7_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P7\\satellite\\F1023_V70_D0120_P7_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P7\\satellite\\F1023_V70_D0120_P7_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-22T00:59:32Z,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26,e1554d501c1707eda155dea515bd5bb2f9c42e47ca3833fc636414de4e8cbfe3,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,2231,2229,2229,113,29,18,19,47,84,66,6,6,0,0,pass,0,windows_unattended_F1023_V70_D0120_P7__G26_20260819T004818Z_022,0618ce582e39cd5676ac0e453d1159001b3320196e0a59cde2b03963214b55d0,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260822T005920Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,formal_accepted_production,B_main_production_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,standard_scene,G31,G,31,8,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P7.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P7\gnss_sdr\tracking\F1023_V70_D0120_P7_track_ch_8.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P7\gnss_sdr\telemetry\F1023_V70_D0120_P7_telemetry_ch_8.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P7\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P7\trajectory\F1023_V70_D0120_P7_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P7\\satellite\\F1023_V70_D0120_P7_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P7\\satellite\\F1023_V70_D0120_P7_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-22T03:02:31Z,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31,5158c4d35befeaf512f35f888e6fa457dc0de343a3f9e6705ae89f4d95750f81,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,2231,2229,2229,103,22,28,29,24,81,53,14,8,5,5,pass,0,windows_unattended_F1023_V70_D0120_P7__G31_20260819T004818Z_023,997653df9e456064307a4faca6b97b2a4af1e389867c24de715b487f122ba9c4,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260822T030219Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,formal_accepted_production,B_main_production_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,standard_scene,G16,G,16,4,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P8.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\gnss_sdr\tracking\F1023_V70_D0120_P8_track_ch_4.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\gnss_sdr\telemetry\F1023_V70_D0120_P8_telemetry_ch_4.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\trajectory\F1023_V70_D0120_P8_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P8\\satellite\\F1023_V70_D0120_P8_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P8\\satellite\\F1023_V70_D0120_P8_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-22T05:09:31Z,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G16,b52f74b000b70104e7707c17e84d374930320e1d437bb3d4241e9f1a1ab431a6,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,737,735,735,110,50,56,4,0,60,4,29,8,0,0,pass,0,windows_unattended_F1023_V70_D0120_P8__G16_20260819T004818Z_024,d4f3d6813937880e974443ac0c93cc414a1d62531a5fde415acfaf8399cbdcab,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260822T050920Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2,F1023_V70_D0120_P8,standard_scene,G18,G,18,9,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P8.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\gnss_sdr\tracking\F1023_V70_D0120_P8_track_ch_9.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\gnss_sdr\telemetry\F1023_V70_D0120_P8_telemetry_ch_9.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\trajectory\F1023_V70_D0120_P8_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P8\\satellite\\F1023_V70_D0120_P8_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P8\\satellite\\F1023_V70_D0120_P8_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-22T06:39:12Z,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G18,1988092b41566ec9d4369a6fba967aee00b2a8a243fcfe769ea5f8c652348997,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,1037,1035,1035,115,43,16,38,18,72,56,8,8,1,1,pass,0,windows_unattended_F1023_V70_D0120_P8__G18_20260819T004818Z_025,217de81b53c4ca653ecc2c548f8e5b67621741e1d8b7df04365b05e43859fcd9,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260822T063900Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2,F1023_V70_D0120_P8,standard_scene,G23,G,23,11,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P8.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\gnss_sdr\tracking\F1023_V70_D0120_P8_track_ch_11.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\gnss_sdr\telemetry\F1023_V70_D0120_P8_telemetry_ch_11.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\trajectory\F1023_V70_D0120_P8_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P8\\satellite\\F1023_V70_D0120_P8_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P8\\satellite\\F1023_V70_D0120_P8_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-22T08:22:03Z,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G23,4e17e782a47bce42a82252291bc42b95c8cf5d623c411c1f60e3ae9aff14bc1b,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,737,735,735,113,64,46,3,0,49,3,5,5,0,0,pass,0,windows_unattended_F1023_V70_D0120_P8__G23_20260819T004818Z_026,9c1f2892b33c2f96bb8ead904cbca64ae51deb8aeed780470ef2dfde0630f0a0,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260822T082150Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2,F1023_V70_D0120_P8,standard_scene,G26,G,26,3,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P8.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\gnss_sdr\tracking\F1023_V70_D0120_P8_track_ch_3.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\gnss_sdr\telemetry\F1023_V70_D0120_P8_telemetry_ch_3.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P8\trajectory\F1023_V70_D0120_P8_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P8\\satellite\\F1023_V70_D0120_P8_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P8\\satellite\\F1023_V70_D0120_P8_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-22T09:46:34Z,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G26,0126115db19f80e50c9f6348664909582f1eb91f880f5b3cd4d61543aa89d2e6,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,1037,1035,1035,109,37,10,16,46,72,62,9,8,1,1,pass,0,windows_unattended_F1023_V70_D0120_P8__G26_20260819T004818Z_027,32d2618bbb44f814f9e1b821c82dee10c4543fba6a72c9f7dbb0291f7efd33c0,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260822T094622Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G16__ch9__nav_sage_v2,F1023_V70_D0120_P9,standard_scene,G16,G,16,9,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P9.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\gnss_sdr\tracking\F1023_V70_D0120_P9_track_ch_9.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\gnss_sdr\telemetry\F1023_V70_D0120_P9_telemetry_ch_9.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\trajectory\F1023_V70_D0120_P9_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P9\\satellite\\F1023_V70_D0120_P9_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P9\\satellite\\F1023_V70_D0120_P9_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-22T11:22:49Z,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G16,7d14fff30ff33c4d2730b9d7bc19fc19993878d783f80794378907bb65fa85ce,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,2633,2631,2631,115,46,13,30,26,69,56,4,4,1,1,pass,0,windows_unattended_F1023_V70_D0120_P9__G16_20260819T004818Z_028,550fbdd70f95cf0833271dbfb12fda29be7084f5b46a1f511e50777f47faa655,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260822T112237Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2,F1023_V70_D0120_P9,standard_scene,G18,G,18,1,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P9.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\gnss_sdr\tracking\F1023_V70_D0120_P9_track_ch_1.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\gnss_sdr\telemetry\F1023_V70_D0120_P9_telemetry_ch_1.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\trajectory\F1023_V70_D0120_P9_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P9\\satellite\\F1023_V70_D0120_P9_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P9\\satellite\\F1023_V70_D0120_P9_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-22T13:44:00Z,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G18,8ebfd8b1daeb16eb29dfac92f19c3a4ccfe87ca6827cbed424364b0a61da5e7a,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,2633,2631,2631,116,25,16,28,47,91,75,14,8,0,0,pass,0,windows_unattended_F1023_V70_D0120_P9__G18_20260819T004818Z_029,601c26a1ead2e15c7547d05eb10ee9f3166fecf19b11ef4cd1122a1ef1007e91,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260822T134348Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2,F1023_V70_D0120_P9,standard_scene,G26,G,26,6,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P9.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\gnss_sdr\tracking\F1023_V70_D0120_P9_track_ch_6.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\gnss_sdr\telemetry\F1023_V70_D0120_P9_telemetry_ch_6.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\trajectory\F1023_V70_D0120_P9_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P9\\satellite\\F1023_V70_D0120_P9_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P9\\satellite\\F1023_V70_D0120_P9_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-22T16:10:49Z,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G26,4c1001ceecaffaf32a95a2ffc0031e96b043172ce76ea2ad7c9c9880e3a45439,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,2633,2631,2631,113,33,18,15,47,80,62,12,8,1,1,pass,0,windows_unattended_F1023_V70_D0120_P9__G26_20260819T004818Z_030,1d56f05e63433c4a95eeda2d62ac0383250720a12fe386b82b6d72969a732749,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260822T161037Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2,F1023_V70_D0120_P9,standard_scene,G27,G,27,5,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P9.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\gnss_sdr\tracking\F1023_V70_D0120_P9_track_ch_5.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\gnss_sdr\telemetry\F1023_V70_D0120_P9_telemetry_ch_5.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\trajectory\F1023_V70_D0120_P9_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P9\\satellite\\F1023_V70_D0120_P9_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P9\\satellite\\F1023_V70_D0120_P9_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-22T18:35:03Z,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27,4cb4114299f6c6c2dda3dd158f7e0a6f8079367526ab34dccc99507a9a360e91,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,900,898,898,95,19,50,12,14,76,26,24,8,8,8,pass,0,windows_unattended_F1023_V70_D0120_P9__G27_20260819T004818Z_031,df716a1d23bdbee4c9357e0736b1c0b5833cf1708d01c33a352ab14d2995834f,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260822T183451Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P9__G28__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9__G28__ch11__nav_sage_v2,F1023_V70_D0120_P9,standard_scene,G28,G,28,11,GPS_L1_CA,10230000,external_storage_or_scene_local,E:\AAGNSSSDR_input\raw_data\F1023_V70_D0120_P9.bin,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\gnss_sdr\tracking\F1023_V70_D0120_P9_track_ch_11.mat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\gnss_sdr\telemetry\F1023_V70_D0120_P9_telemetry_ch_11.dat,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\navigation\rinex_nav\RINEXFILE.26N,E:\GNSS_Multipath_Project\scenes\F1023_V70_D0120_P9\trajectory\F1023_V70_D0120_P9_trajectory.nmea,"[""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P9\\satellite\\F1023_V70_D0120_P9_satellite_elevation_summary.csv"", ""E:\\GNSS_Multipath_Project\\scenes\\F1023_V70_D0120_P9\\satellite\\F1023_V70_D0120_P9_satellite_elevation_timeseries.csv""]",nav_sage_pipeline,,nav_sage_v2,1,not_recorded,,bffc123c97af77f0a797f417d3866e9a34feab7729c5c1575352f53bc3571b9c,2026-08-22T20:01:18Z,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G28,09ad5769e89ffb2aeff2bc07b3aa81f950ba9c5c0b9078bfb6601722b0c63eda,sage-event-path-db-v1/ingest-v1,complete,complete,complete,complete,complete,complete,1500,1498,1498,105,61,35,9,0,44,9,1,1,0,0,pass,0,windows_unattended_F1023_V70_D0120_P9__G28_20260819T004818Z_032,43abd28657da3f9bf7eefb2d6739fa73c0b8960f053132b52c783f03f67e1536,E:\GNSS_Multipath_Project\docs\10MHz_FULL_SAGE_UNATTENDED_BATCH_20260819_QA_REPORT.md,E:\GNSS_Multipath_Project\dataset_generation_logs\batch_sage_execution\batch_sage_execution_20260822T200107Z\batch_execution_log.csv,77c20c0ed6c84fa0348db429948a8bd4900b2e8d86a6d8843b159b9a7a35cf00,af368feba90797584d7690d4927ed32de604651a5a62662f4adce348a89e4bb4,validated_only,A_pipeline_validation_batch,0,eligible_pending_modeling_qa,sage-event-path-db-v1
