event_id,run_id,scene_id,prn,center_window_id,recording_time_s,tow_s,event_utc,elevation_deg,azimuth_deg,tracking_cn0_db_hz,nmea_snr_db_hz,vehicle_speed_kmh,speed_source,geometry_join_status,geometry_join_valid,geometry_join_method,geometry_source_utc,geometry_time_delta_s,time_alignment_id,missing_reason,observation_quality,derivation_version
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_178,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,178,53.3878809384164,228471.54,,,,40.9766807556152,,98.6740970011837,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_16,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,16,50.1478775171066,228468.3,,,,41.3095932006836,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_17,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,17,50.1678775171065,228468.32,,,,41.3569450378418,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_18,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,18,50.1878776148583,228468.34,,,,41.3569450378418,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_65,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,65,51.1278785923754,228469.28,,,,40.9913864135742,,33.7644602000005,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_66,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,66,51.1478785923754,228469.3,,,,40.8925285339355,,33.7761277999944,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_67,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,67,51.1678785923754,228469.32,,,,40.8713531494141,,33.7877954000053,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,84,51.5078789833822,228469.66,,,,41.4491767883301,,33.9861446000032,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_122,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,122,40.2558809384164,228458.42,,,,48.7027626037598,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_123,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,123,40.2758810361681,228458.44,,,,48.7381172180176,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_121,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,121,40.2358809384164,228458.4,,,,48.6912727355957,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_124,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,124,40.2958811339198,228458.46,,,,48.7521858215332,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_136,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,136,40.5358819159335,228458.7,,,,48.9501800537109,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_137,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,137,40.5558820136852,228458.72,,,,49.0169219970703,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_138,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,138,40.5758821114369,228458.74,,,,49.0139579772949,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_286,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,286,43.5358921798631,228461.7,,,,48.3531494140625,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_145,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,145,44.6613853372434,228734.88,,,,48.4736442565918,,6.47385120001289,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_352,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,352,48.8013979472141,228739.02,,,,48.8231163024902,,10.7306731999458,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_982,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,982,61.4014362658847,228751.62,,,,49.0736122131348,,3.17043879999452,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,84,43.4413816226784,228733.66,,,,48.8421745300293,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_350,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,350,48.7613977517107,228738.98,,,,48.8280754089355,,10.4958396000526,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_417,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,417,50.1014018572825,228740.32,,,,49.7899589538574,,15.8214507999688,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2197,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,2197,85.7015105571847,228775.92,,,,45.2266044616699,,14.205395599992,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_421,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,421,50.1807827956989,228740.4,,,,50.446849822998,,15.5443916000131,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_957,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,957,60.9008208211144,228751.12,,,,49.1603775024414,,2.12405879999452,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_958,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,958,60.9208208211144,228751.14,,,,49.1603775024414,,2.1659140000335,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_959,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,959,60.9408209188661,228751.16,,,,49.2220230102539,,2.20776920001157,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_939,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,939,60.5408195503421,228750.76,,,,49.0636978149414,,2.49945919996805,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_956,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,956,60.8808207233627,228751.1,,,,49.1575317382812,,2.08220360001645,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_74,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,74,43.2490099706745,228733.46,,,,46.5574913024902,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_75,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,75,43.2690100684262,228733.48,,,,46.5878829956055,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_73,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,73,43.2290098729228,228733.44,,,,46.5574913024902,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_76,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,76,43.2890101661779,228733.5,,,,46.6587905883789,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_2093,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,2093,83.629219941349,228773.84,,,,35.834285736084,,7.83210799999423,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,432,50.4090471163245,228740.62,,,,46.7719345092773,,14.7824788000091,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_957,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,957,60.9091016617791,228751.12,,,,48.9744338989258,,2.12405879999452,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_958,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,958,60.9291017595308,228751.14,,,,48.9490585327148,,2.1659140000335,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_97,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,97,48.0786755620723,228859.92,,,,42.7751426696777,,2.51649759983946,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_98,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,98,48.098675659824,228859.94,,,,42.7079887390137,,2.30018399995278,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_221,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,221,50.5586804496579,228862.4,,,,41.5966148376465,,15.4742008000214,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_222,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,222,50.5786804496579,228862.42,,,,41.6771202087402,,15.3608583999159,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_419,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,419,54.518688172043,228866.36,,,,41.9194030761719,,12.4961847999554,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_420,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,420,54.538688172043,228866.38,,,,41.9194030761719,,12.571005600025,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_91,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,91,47.9586753665689,228859.8,,,,42.5625801086426,,3.81437920010388,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_92,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,92,47.9786753665689,228859.82,,,,42.6288909912109,,3.59806559990242,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_259,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,259,45.3173868035191,228857.16,,,,45.6661720275879,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_261,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,261,45.3573869012708,228857.2,,,,45.5804405212402,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_768,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,768,55.4974183773216,228867.34,,,,45.4094314575195,,12.5130380000097,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_850,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,850,57.1374234604106,228868.98,,,,45.4947700500488,,2.90523239993348,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_516,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,516,50.4574027370479,228862.3,,,,46.0131568908691,,16.0409128000544,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_517,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,517,50.4774027370479,228862.32,,,,46.0088539123535,,15.9275703999489,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_848,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,848,57.0974232649071,228868.94,,,,45.4651985168457,,3.1178419999768,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_851,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,851,57.1574234604106,228869,,,,45.5059013366699,,2.87523000000472,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_51,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G23,51,47.1678619745846,228859,,,,40.1922340393066,,12.466923199978,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_52,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G23,52,47.1878619745846,228859.02,,,,40.1339912414551,,12.2506096000913,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_53,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G23,53,47.2078620723363,228859.04,,,,40.066219329834,,12.0342959998898,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_263,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G23,263,51.4078668621701,228863.24,,,,40.3272972106934,,13.0149299999743,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_265,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G23,265,51.4478669599218,228863.28,,,,40.2927398681641,,13.1564228000031,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_298,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,298,46.0968290322581,228857.94,,,,47.9140167236328,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_299,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,299,46.1168290322581,228857.96,,,,47.9140167236328,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_300,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,300,46.1368291300098,228857.98,,,,47.9179878234863,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_218,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,218,44.4968232649071,228856.34,,,,46.9582595825195,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_849,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,849,57.1168687194526,228868.96,,,,47.4826393127441,,3.01153720003249,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_850,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,850,57.1368688172043,228868.98,,,,47.4386863708496,,2.90523239993348,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_465,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,465,49.4368409579668,228861.28,,,,47.406005859375,,15.5886544000027,NMEA_RMC,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_194,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,194,44.0168215053763,228855.86,,,,47.1955223083496,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_92,F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G16,92,32.3509012707722,228949.82,,,,47.6258087158203,,NaN,fallback_120_kmh,deferred_unavailable,0,,,,,verified_time_alignment_not_available,inconclusive,sage-event-path-derivation-v1
