event_id,run_id,logical_run_key,scene_id,prn,tracking_channel,center_window_id,recording_time_s,stage2_L,joint_selected_L,joint_multipath_count,joint_rss,joint_bic,snapshot_wins_vs_L1,minimum_multipath_power_db,maximum_relative_doppler_hz,maximum_coherence,joint_valid,event_status,label_rule_version,source_file,source_file_sha256,source_row_number,request_id,qa_status,modeling_eligibility,schema_version
F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_3332,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2,F1023_V70_D0122_P2,G24,3,3332,93.2398428152493,3,1,0,1019254.67755811,-7315.48234240619,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P2/sage_results/nav_sage_v2/G24/stage4_joint_summary.csv,14b3aecb526d9203583bedd962c6b72a9b7b56345647fa966e201413abc5c171,7,windows_unattended_F1023_V70_D0122_P2__G24_20260819T004818Z_047,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_1493,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2,F1023_V70_D0122_P2,G24,3,1493,56.4597423264907,2,2,1,1009398.71106346,-27021.7478017145,5,-18.5619220859831,38.4817884542845,0.241361636451792,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P2/sage_results/nav_sage_v2/G24/stage4_joint_summary.csv,14b3aecb526d9203583bedd962c6b72a9b7b56345647fa966e201413abc5c171,8,windows_unattended_F1023_V70_D0122_P2__G24_20260819T004818Z_047,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_3317,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2,F1023_V70_D0122_P2,G24,3,3317,92.9398420332356,2,1,0,1019480.84967962,-6861.52629334557,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P2/sage_results/nav_sage_v2/G24/stage4_joint_summary.csv,14b3aecb526d9203583bedd962c6b72a9b7b56345647fa966e201413abc5c171,9,windows_unattended_F1023_V70_D0122_P2__G24_20260819T004818Z_047,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G12__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_395,F1023_V80_D0117_P8__G12__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G12__ch4__nav_sage_v2,F1023_V80_D0117_P8,G12,4,395,48.7446337243402,3,1,0,1014131.02469595,-17626.3800050587,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G12/stage4_joint_summary.csv,0a3c1f980401cd5805d34c21ddcb59bfc103e0bc0d36ae26dd11171768ddb91d,2,windows_unattended_F1023_V80_D0117_P8__G12_20260819T004818Z_048,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G12__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_475,F1023_V80_D0117_P8__G12__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G12__ch4__nav_sage_v2,F1023_V80_D0117_P8,G12,4,475,50.3446417399805,3,1,0,1017733.84836618,-10370.5973469807,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G12/stage4_joint_summary.csv,0a3c1f980401cd5805d34c21ddcb59bfc103e0bc0d36ae26dd11171768ddb91d,3,windows_unattended_F1023_V80_D0117_P8__G12_20260819T004818Z_048,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_431,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2,F1023_V80_D0117_P8,G28,6,431,49.4624600195503,4,1,0,1016610.84959888,-12629.4630284864,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G28/stage4_joint_summary.csv,82e2655aadc515b9fecc2cc9b3b65d36ae9465f424f76641f6da909599c6e760,2,windows_unattended_F1023_V80_D0117_P8__G28_20260819T004818Z_049,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_432,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2,F1023_V80_D0117_P8,G28,6,432,49.4824600195503,4,2,1,1016160.17901964,-13362.2932292525,5,-15.9704869274224,35.8854807459065,0.304664272009517,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G28/stage4_joint_summary.csv,82e2655aadc515b9fecc2cc9b3b65d36ae9465f424f76641f6da909599c6e760,3,windows_unattended_F1023_V80_D0117_P8__G28_20260819T004818Z_049,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_433,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2,F1023_V80_D0117_P8,G28,6,433,49.5024600195503,4,2,1,1016086.41484647,-13510.8199866223,5,-15.4362729204808,31.0476861741872,0.391751028764161,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G28/stage4_joint_summary.csv,82e2655aadc515b9fecc2cc9b3b65d36ae9465f424f76641f6da909599c6e760,4,windows_unattended_F1023_V80_D0117_P8__G28_20260819T004818Z_049,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_1067,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2,F1023_V80_D0117_P8,G28,6,1067,62.1824875855327,4,1,0,1019596.37313073,-6629.69497419164,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G28/stage4_joint_summary.csv,82e2655aadc515b9fecc2cc9b3b65d36ae9465f424f76641f6da909599c6e760,5,windows_unattended_F1023_V80_D0117_P8__G28_20260819T004818Z_049,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_434,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2,F1023_V80_D0117_P8,G28,6,434,49.5224601173021,3,2,1,1016022.18769144,-13640.1524042591,5,-16.0883789619973,31.2098916024684,0.417991688741863,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G28/stage4_joint_summary.csv,82e2655aadc515b9fecc2cc9b3b65d36ae9465f424f76641f6da909599c6e760,6,windows_unattended_F1023_V80_D0117_P8__G28_20260819T004818Z_049,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_1035,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2,F1023_V80_D0117_P8,G28,6,1035,61.5424862170088,3,1,0,1019953.47941469,-5913.22367680791,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G28/stage4_joint_summary.csv,82e2655aadc515b9fecc2cc9b3b65d36ae9465f424f76641f6da909599c6e760,7,windows_unattended_F1023_V80_D0117_P8__G28_20260819T004818Z_049,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_1036,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2,F1023_V80_D0117_P8,G28,6,1036,61.5624862170088,3,1,0,1020058.10014265,-5703.36799586429,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G28/stage4_joint_summary.csv,82e2655aadc515b9fecc2cc9b3b65d36ae9465f424f76641f6da909599c6e760,8,windows_unattended_F1023_V80_D0117_P8__G28_20260819T004818Z_049,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_95,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2,F1023_V80_D0117_P8,G28,6,95,42.7424453567937,3,1,0,1017828.02673528,-10181.2747371657,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G28/stage4_joint_summary.csv,82e2655aadc515b9fecc2cc9b3b65d36ae9465f424f76641f6da909599c6e760,9,windows_unattended_F1023_V80_D0117_P8__G28_20260819T004818Z_049,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_457,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2,F1023_V80_D0117_P8,G29,9,457,49.979777028348,4,1,0,1013512.37349681,-18874.8839518931,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,55661bfea4a263523f49b258f468e989d212de414442cf9322da1cc2662790d1,2,windows_unattended_F1023_V80_D0117_P8__G29_20260819T004818Z_050,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_458,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2,F1023_V80_D0117_P8,G29,9,458,49.999777028348,4,1,0,1013302.06117051,-19299.4901849988,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,55661bfea4a263523f49b258f468e989d212de414442cf9322da1cc2662790d1,3,windows_unattended_F1023_V80_D0117_P8__G29_20260819T004818Z_050,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_459,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2,F1023_V80_D0117_P8,G29,9,459,50.0197771260997,4,1,0,1013201.35097797,-19502.8483958645,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,55661bfea4a263523f49b258f468e989d212de414442cf9322da1cc2662790d1,4,windows_unattended_F1023_V80_D0117_P8__G29_20260819T004818Z_050,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_1066,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2,F1023_V80_D0117_P8,G29,9,1066,62.1598053763441,3,1,0,1019047.24540845,-7731.91346568295,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,55661bfea4a263523f49b258f468e989d212de414442cf9322da1cc2662790d1,5,windows_unattended_F1023_V80_D0117_P8__G29_20260819T004818Z_050,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_1067,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2,F1023_V80_D0117_P8,G29,9,1067,62.1798054740958,3,1,0,1018861.38012034,-8105.11997332243,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,55661bfea4a263523f49b258f468e989d212de414442cf9322da1cc2662790d1,6,windows_unattended_F1023_V80_D0117_P8__G29_20260819T004818Z_050,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_1068,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2,F1023_V80_D0117_P8,G29,9,1068,62.1998054740958,3,1,0,1018882.09443526,-8063.52348302951,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,55661bfea4a263523f49b258f468e989d212de414442cf9322da1cc2662790d1,7,windows_unattended_F1023_V80_D0117_P8__G29_20260819T004818Z_050,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_734,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2,F1023_V80_D0117_P8,G29,9,734,55.5197899315738,2,1,0,1016283.31361831,-13288.7581695268,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,55661bfea4a263523f49b258f468e989d212de414442cf9322da1cc2662790d1,8,windows_unattended_F1023_V80_D0117_P8__G29_20260819T004818Z_050,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_733,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2,F1023_V80_D0117_P8,G29,9,733,55.4997898338221,2,2,1,1016352.25447419,-12975.5931287261,5,-12.5906314685102,15.6611319261892,0.761545545961425,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,55661bfea4a263523f49b258f468e989d212de414442cf9322da1cc2662790d1,9,windows_unattended_F1023_V80_D0117_P8__G29_20260819T004818Z_050,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_56,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2,F1023_v90_D0117_P7,G12,10,56,30.2226476050831,4,1,0,1016713.35763057,-12423.1688897753,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G12/stage4_joint_summary.csv,26bee2d0556fbcb68593fec261eb1d7577becdd22f276fe16d666b198cccb6dd,2,windows_unattended_F1023_v90_D0117_P7__G12_20260819T004818Z_053,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_57,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2,F1023_v90_D0117_P7,G12,10,57,30.2426477028348,4,1,0,1016767.11295372,-12314.9963326379,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G12/stage4_joint_summary.csv,26bee2d0556fbcb68593fec261eb1d7577becdd22f276fe16d666b198cccb6dd,3,windows_unattended_F1023_v90_D0117_P7__G12_20260819T004818Z_053,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_58,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2,F1023_v90_D0117_P7,G12,10,58,30.2626478005865,4,1,0,1016734.64427548,-12380.3328050033,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G12/stage4_joint_summary.csv,26bee2d0556fbcb68593fec261eb1d7577becdd22f276fe16d666b198cccb6dd,4,windows_unattended_F1023_v90_D0117_P7__G12_20260819T004818Z_053,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_82,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G12__ch10__nav_sage_v2,F1023_v90_D0117_P7,G12,10,82,30.7426502443793,3,1,0,1016524.67450798,-12802.9037401311,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G12/stage4_joint_summary.csv,26bee2d0556fbcb68593fec261eb1d7577becdd22f276fe16d666b198cccb6dd,5,windows_unattended_F1023_v90_D0117_P7__G12_20260819T004818Z_053,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_45,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2,F1023_v90_D0117_P7,G25,0,45,29.9952290322581,4,1,0,1015674.2682745,-14515.2668544165,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G25/stage4_joint_summary.csv,48a1478ec1263dd161e06742b4c35d57b6e637716f76fb50c79325f551266a4d,2,windows_unattended_F1023_v90_D0117_P7__G25_20260819T004818Z_054,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_46,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2,F1023_v90_D0117_P7,G25,0,46,30.0152290322581,4,1,0,1015731.48427956,-14400.01272929,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G25/stage4_joint_summary.csv,48a1478ec1263dd161e06742b4c35d57b6e637716f76fb50c79325f551266a4d,3,windows_unattended_F1023_v90_D0117_P7__G25_20260819T004818Z_054,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_47,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2,F1023_v90_D0117_P7,G25,0,47,30.0352291300098,4,2,1,1015601.83152004,-14486.8137262631,5,-10.1780500244351,9.66430209528517,0.832805115765015,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G25/stage4_joint_summary.csv,48a1478ec1263dd161e06742b4c35d57b6e637716f76fb50c79325f551266a4d,4,windows_unattended_F1023_v90_D0117_P7__G25_20260819T004818Z_054,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2,F1023_v90_D0117_P7,G25,0,84,30.7752318670577,2,2,1,1014942.90381264,-15814.6998970974,5,-11.4893364497269,14.6643020952852,0.777869591706038,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G25/stage4_joint_summary.csv,48a1478ec1263dd161e06742b4c35d57b6e637716f76fb50c79325f551266a4d,5,windows_unattended_F1023_v90_D0117_P7__G25_20260819T004818Z_054,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_7,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2,F1023_v90_D0117_P7,G28,4,7,59.2412134897361,3,1,0,1018228.71324559,-9375.98813136153,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G28/stage4_joint_summary.csv,8dce92b546bab3d4c45ac4423488ef243d9dd9c43b059d3da94376925c19b673,2,windows_unattended_F1023_v90_D0117_P7__G28_20260819T004818Z_055,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_8,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2,F1023_v90_D0117_P7,G28,4,8,59.2612134897361,3,1,0,1018261.58742026,-9309.93276017495,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G28/stage4_joint_summary.csv,8dce92b546bab3d4c45ac4423488ef243d9dd9c43b059d3da94376925c19b673,3,windows_unattended_F1023_v90_D0117_P7__G28_20260819T004818Z_055,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_9,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2,F1023_v90_D0117_P7,G28,4,9,59.2812135874878,3,2,1,1018119.9670078,-9420.13465087127,5,-6.87295082668952,5.20234681078637,0.870578784558634,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G28/stage4_joint_summary.csv,8dce92b546bab3d4c45ac4423488ef243d9dd9c43b059d3da94376925c19b673,4,windows_unattended_F1023_v90_D0117_P7__G28_20260819T004818Z_055,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_43,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2,F1023_v90_D0117_P7,G28,4,43,59.9612149560117,3,1,0,1018138.91816218,-9556.42779063785,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G28/stage4_joint_summary.csv,8dce92b546bab3d4c45ac4423488ef243d9dd9c43b059d3da94376925c19b673,5,windows_unattended_F1023_v90_D0117_P7__G28_20260819T004818Z_055,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_50,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2,F1023_v90_D0117_P7,G28,4,50,60.1012152492669,2,1,0,1018230.68579925,-9372.02454162992,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G28/stage4_joint_summary.csv,8dce92b546bab3d4c45ac4423488ef243d9dd9c43b059d3da94376925c19b673,6,windows_unattended_F1023_v90_D0117_P7__G28_20260819T004818Z_055,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_74,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2,F1023_v90_D0117_P7,G28,4,74,60.581216226784,2,1,0,1018701.79898224,-8425.60378710865,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G28/stage4_joint_summary.csv,8dce92b546bab3d4c45ac4423488ef243d9dd9c43b059d3da94376925c19b673,7,windows_unattended_F1023_v90_D0117_P7__G28_20260819T004818Z_055,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G29__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_199,F1023_v90_D0117_P7__G29__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G29__ch11__nav_sage_v2,F1023_v90_D0117_P7,G29,11,199,33.0784352883675,3,1,0,1018703.23736187,-8422.71489198789,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,8389edeeb04f26b9725ae734f53673f3e86d0547819df02fa6a7518d05f0db00,2,windows_unattended_F1023_v90_D0117_P7__G29_20260819T004818Z_056,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_v90_D0117_P7__G29__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_1549,F1023_v90_D0117_P7__G29__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7__G29__ch11__nav_sage_v2,F1023_v90_D0117_P7,G29,11,1549,60.078495601173,3,1,0,1018018.5624108,-9798.30286164609,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G29/stage4_joint_summary.csv,8389edeeb04f26b9725ae734f53673f3e86d0547819df02fa6a7518d05f0db00,3,windows_unattended_F1023_v90_D0117_P7__G29_20260819T004818Z_056,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
