event_id,run_id,logical_run_key,scene_id,prn,tracking_channel,center_window_id,recording_time_s,stage2_L,joint_selected_L,joint_multipath_count,joint_rss,joint_bic,snapshot_wins_vs_L1,minimum_multipath_power_db,maximum_relative_doppler_hz,maximum_coherence,joint_valid,event_status,label_rule_version,source_file,source_file_sha256,source_row_number,request_id,qa_status,modeling_eligibility,schema_version
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_145,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2,F1023_V70_D0120_P7,G18,4,145,44.6613853372434,3,1,0,1011437.24054382,-23068.2954606369,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,31c052310fac631e9eafc88ab211840aca488f992964bede8798651b509267c7,2,windows_unattended_F1023_V70_D0120_P7__G18_20260819T004818Z_021,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_352,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2,F1023_V70_D0120_P7,G18,4,352,48.8013979472141,3,1,0,1009836.45656953,-26309.0289652824,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,31c052310fac631e9eafc88ab211840aca488f992964bede8798651b509267c7,3,windows_unattended_F1023_V70_D0120_P7__G18_20260819T004818Z_021,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_982,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2,F1023_V70_D0120_P7,G18,4,982,61.4014362658847,3,1,0,1011896.80109937,-22138.8780797619,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,31c052310fac631e9eafc88ab211840aca488f992964bede8798651b509267c7,4,windows_unattended_F1023_V70_D0120_P7__G18_20260819T004818Z_021,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2,F1023_V70_D0120_P7,G18,4,84,43.4413816226784,2,2,1,1008908.8648076,-28014.882318139,5,-6.6344569939449,5.33569790471483,0.883139461389507,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,31c052310fac631e9eafc88ab211840aca488f992964bede8798651b509267c7,5,windows_unattended_F1023_V70_D0120_P7__G18_20260819T004818Z_021,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_350,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2,F1023_V70_D0120_P7,G18,4,350,48.7613977517107,2,1,0,1010768.42814303,-24421.6595057491,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,31c052310fac631e9eafc88ab211840aca488f992964bede8798651b509267c7,6,windows_unattended_F1023_V70_D0120_P7__G18_20260819T004818Z_021,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_417,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2,F1023_V70_D0120_P7,G18,4,417,50.1014018572825,2,2,1,1009149.80114786,-27526.3377947923,5,-4.73078763183884,5.38479989099415,0.882831295668986,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,31c052310fac631e9eafc88ab211840aca488f992964bede8798651b509267c7,7,windows_unattended_F1023_V70_D0120_P7__G18_20260819T004818Z_021,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2197,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2,F1023_V70_D0120_P7,G18,4,2197,85.7015105571847,2,1,0,1018752.63088273,-8323.5135838554,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,31c052310fac631e9eafc88ab211840aca488f992964bede8798651b509267c7,8,windows_unattended_F1023_V70_D0120_P7__G18_20260819T004818Z_021,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_421,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2,F1023_V70_D0120_P7,G26,6,421,50.1807827956989,3,1,0,1004809.08337219,-36520.281226321,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage4_joint_summary.csv,5437fb66134da60be05c8b9511ecbc8ec21e236f4c91ffc8faae151fc706fe59,2,windows_unattended_F1023_V70_D0120_P7__G26_20260819T004818Z_022,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_957,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2,F1023_V70_D0120_P7,G26,6,957,60.9008208211144,3,1,0,1011994.06028721,-21942.2347703057,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage4_joint_summary.csv,5437fb66134da60be05c8b9511ecbc8ec21e236f4c91ffc8faae151fc706fe59,3,windows_unattended_F1023_V70_D0120_P7__G26_20260819T004818Z_022,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_958,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2,F1023_V70_D0120_P7,G26,6,958,60.9208208211144,3,1,0,1012062.82900962,-21803.2062609207,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage4_joint_summary.csv,5437fb66134da60be05c8b9511ecbc8ec21e236f4c91ffc8faae151fc706fe59,4,windows_unattended_F1023_V70_D0120_P7__G26_20260819T004818Z_022,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_959,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2,F1023_V70_D0120_P7,G26,6,959,60.9408209188661,3,1,0,1012178.5948277,-21569.185890382,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage4_joint_summary.csv,5437fb66134da60be05c8b9511ecbc8ec21e236f4c91ffc8faae151fc706fe59,5,windows_unattended_F1023_V70_D0120_P7__G26_20260819T004818Z_022,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_939,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2,F1023_V70_D0120_P7,G26,6,939,60.5408195503421,2,1,0,1009229.5990943,-27538.9346716714,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage4_joint_summary.csv,5437fb66134da60be05c8b9511ecbc8ec21e236f4c91ffc8faae151fc706fe59,6,windows_unattended_F1023_V70_D0120_P7__G26_20260819T004818Z_022,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_956,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2,F1023_V70_D0120_P7,G26,6,956,60.8808207233627,2,1,0,1012243.95331906,-21437.0756513385,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage4_joint_summary.csv,5437fb66134da60be05c8b9511ecbc8ec21e236f4c91ffc8faae151fc706fe59,7,windows_unattended_F1023_V70_D0120_P7__G26_20260819T004818Z_022,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_74,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,8,74,43.2490099706745,4,2,1,1013701.22311537,-18319.307768089,5,-10.6563797918359,15.3356979047148,0.716301823760716,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,ff6289b9832af95a2eb6372be9b03e5f9abc07ee15678dc5c4e0400c52e4d6f3,2,windows_unattended_F1023_V70_D0120_P7__G31_20260819T004818Z_023,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_75,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,8,75,43.2690100684262,4,2,1,1013151.63812991,-19428.8613319483,5,-13.7590184841216,10.3356979047148,0.600282224163306,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,ff6289b9832af95a2eb6372be9b03e5f9abc07ee15678dc5c4e0400c52e4d6f3,3,windows_unattended_F1023_V70_D0120_P7__G31_20260819T004818Z_023,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_73,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,8,73,43.2290098729228,4,1,0,1014717.69835861,-16443.1135213369,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,ff6289b9832af95a2eb6372be9b03e5f9abc07ee15678dc5c4e0400c52e4d6f3,4,windows_unattended_F1023_V70_D0120_P7__G31_20260819T004818Z_023,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_76,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,8,76,43.2890101661779,4,2,1,1013021.21702319,-19692.2560211332,5,-5.42357074079251,15.3356979047148,0.755358103775913,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,ff6289b9832af95a2eb6372be9b03e5f9abc07ee15678dc5c4e0400c52e4d6f3,5,windows_unattended_F1023_V70_D0120_P7__G31_20260819T004818Z_023,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_2093,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,8,2093,83.629219941349,3,2,1,1022540.61779722,-555.685824094594,5,-0.97102321436624,2.06020001075194,0.805127937856328,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,ff6289b9832af95a2eb6372be9b03e5f9abc07ee15678dc5c4e0400c52e4d6f3,6,windows_unattended_F1023_V70_D0120_P7__G31_20260819T004818Z_023,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,8,432,50.4090471163245,3,2,1,1012258.86439684,-21232.5600625268,5,-7.75194332454867,17.351558385084,0.720849002580958,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,ff6289b9832af95a2eb6372be9b03e5f9abc07ee15678dc5c4e0400c52e4d6f3,7,windows_unattended_F1023_V70_D0120_P7__G31_20260819T004818Z_023,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_957,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,8,957,60.9091016617791,3,1,0,1014761.73164892,-16354.3300523898,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,ff6289b9832af95a2eb6372be9b03e5f9abc07ee15678dc5c4e0400c52e4d6f3,8,windows_unattended_F1023_V70_D0120_P7__G31_20260819T004818Z_023,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_958,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2,F1023_V70_D0120_P7,G31,8,958,60.9291017595308,3,1,0,1014817.2512434,-16242.3924620727,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_summary.csv,ff6289b9832af95a2eb6372be9b03e5f9abc07ee15678dc5c4e0400c52e4d6f3,9,windows_unattended_F1023_V70_D0120_P7__G31_20260819T004818Z_023,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_97,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,4,97,48.0786755620723,2,1,0,1021125.3395796,-3563.85221841187,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G16/stage4_joint_summary.csv,92077b283379307e41cfee953adbf749996c7d283b1e9f33f1945988f21b4bf8,2,windows_unattended_F1023_V70_D0120_P8__G16_20260819T004818Z_024,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_98,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,4,98,48.098675659824,2,1,0,1021203.27856842,-3407.69402742158,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G16/stage4_joint_summary.csv,92077b283379307e41cfee953adbf749996c7d283b1e9f33f1945988f21b4bf8,3,windows_unattended_F1023_V70_D0120_P8__G16_20260819T004818Z_024,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_221,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,4,221,50.5586804496579,2,1,0,1021174.55349638,-3465.24605964489,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G16/stage4_joint_summary.csv,92077b283379307e41cfee953adbf749996c7d283b1e9f33f1945988f21b4bf8,4,windows_unattended_F1023_V70_D0120_P8__G16_20260819T004818Z_024,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_222,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,4,222,50.5786804496579,2,1,0,1021182.930255,-3448.46266273772,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G16/stage4_joint_summary.csv,92077b283379307e41cfee953adbf749996c7d283b1e9f33f1945988f21b4bf8,5,windows_unattended_F1023_V70_D0120_P8__G16_20260819T004818Z_024,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_419,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,4,419,54.518688172043,2,1,0,1021389.74947538,-3034.13015888684,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G16/stage4_joint_summary.csv,92077b283379307e41cfee953adbf749996c7d283b1e9f33f1945988f21b4bf8,6,windows_unattended_F1023_V70_D0120_P8__G16_20260819T004818Z_024,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_420,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,4,420,54.538688172043,2,1,0,1021407.24329292,-2999.08766487655,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G16/stage4_joint_summary.csv,92077b283379307e41cfee953adbf749996c7d283b1e9f33f1945988f21b4bf8,7,windows_unattended_F1023_V70_D0120_P8__G16_20260819T004818Z_024,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_91,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,4,91,47.9586753665689,2,1,0,1020813.03137427,-4189.71106132985,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G16/stage4_joint_summary.csv,92077b283379307e41cfee953adbf749996c7d283b1e9f33f1945988f21b4bf8,8,windows_unattended_F1023_V70_D0120_P8__G16_20260819T004818Z_024,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_92,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2,F1023_V70_D0120_P8,G16,4,92,47.9786753665689,2,1,0,1020905.91965661,-4003.54496272475,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G16/stage4_joint_summary.csv,92077b283379307e41cfee953adbf749996c7d283b1e9f33f1945988f21b4bf8,9,windows_unattended_F1023_V70_D0120_P8__G16_20260819T004818Z_024,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_259,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2,F1023_V70_D0120_P8,G18,9,259,45.3173868035191,3,1,0,1018054.71636621,-9725.64241908374,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,a9bbc74a4a28ce70fd448b1b9fcf9e6d0e1945c94d8839b9cebbb894e97ed31e,2,windows_unattended_F1023_V70_D0120_P8__G18_20260819T004818Z_025,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_261,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2,F1023_V70_D0120_P8,G18,9,261,45.3573869012708,3,1,0,1018497.95283846,-8835.0572157034,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,a9bbc74a4a28ce70fd448b1b9fcf9e6d0e1945c94d8839b9cebbb894e97ed31e,3,windows_unattended_F1023_V70_D0120_P8__G18_20260819T004818Z_025,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_768,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2,F1023_V70_D0120_P8,G18,9,768,55.4974183773216,2,1,0,1019356.07484272,-7111.95271396957,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,a9bbc74a4a28ce70fd448b1b9fcf9e6d0e1945c94d8839b9cebbb894e97ed31e,4,windows_unattended_F1023_V70_D0120_P8__G18_20260819T004818Z_025,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_850,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2,F1023_V70_D0120_P8,G18,9,850,57.1374234604106,2,1,0,1018866.13352105,-8095.57457750053,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,a9bbc74a4a28ce70fd448b1b9fcf9e6d0e1945c94d8839b9cebbb894e97ed31e,5,windows_unattended_F1023_V70_D0120_P8__G18_20260819T004818Z_025,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_516,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2,F1023_V70_D0120_P8,G18,9,516,50.4574027370479,2,1,0,1018315.48195054,-9201.64497608221,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,a9bbc74a4a28ce70fd448b1b9fcf9e6d0e1945c94d8839b9cebbb894e97ed31e,6,windows_unattended_F1023_V70_D0120_P8__G18_20260819T004818Z_025,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_517,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2,F1023_V70_D0120_P8,G18,9,517,50.4774027370479,2,1,0,1018526.47944688,-8777.75261011511,5,NaN,0,0,1,rejected_candidate,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,a9bbc74a4a28ce70fd448b1b9fcf9e6d0e1945c94d8839b9cebbb894e97ed31e,7,windows_unattended_F1023_V70_D0120_P8__G18_20260819T004818Z_025,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_848,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2,F1023_V70_D0120_P8,G18,9,848,57.0974232649071,2,2,1,1018851.65425085,-7950.27405189153,5,-6.56397575034913,6.7029305661199,0.860304280356774,1,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G18/stage4_joint_summary.csv,a9bbc74a4a28ce70fd448b1b9fcf9e6d0e1945c94d8839b9cebbb894e97ed31e,8,windows_unattended_F1023_V70_D0120_P8__G18_20260819T004818Z_025,pass,eligible_pending_modeling_qa,sage-event-path-db-v1
