candidate_id,run_id,scene_id,prn,center_window_id,recording_time_s,selected_L,multipath_count,minimum_path_run,reliable_multipath,candidate_status,event_id,source_file,source_file_sha256,source_row_number,modeling_eligibility,schema_version
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_84,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,84,51.5078789833822,2,1,3,1,rejected_candidate,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G23/stage3_reliable_centers.csv,a5c36f9eb7c969aed2f2e14c13ee7764c4611cc7b32a677af41c6c4c9fb45206,9,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_87,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,87,51.5678790811339,2,1,3,1,not_joint_evaluated,,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G23/stage3_reliable_centers.csv,a5c36f9eb7c969aed2f2e14c13ee7764c4611cc7b32a677af41c6c4c9fb45206,10,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_177,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,177,53.3678809384164,2,1,3,1,not_joint_evaluated,,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G23/stage3_reliable_centers.csv,a5c36f9eb7c969aed2f2e14c13ee7764c4611cc7b32a677af41c6c4c9fb45206,11,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_122,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,122,40.2558809384164,4,3,4,1,rejected_candidate,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_122,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,d79458b79c9c5ae865842f65431be1def12ee3ea1bc338741e55dd25071adca6,2,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_123,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,123,40.2758810361681,4,3,4,1,rejected_candidate,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_123,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,d79458b79c9c5ae865842f65431be1def12ee3ea1bc338741e55dd25071adca6,3,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_121,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,121,40.2358809384164,4,3,3,1,rejected_candidate,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_121,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,d79458b79c9c5ae865842f65431be1def12ee3ea1bc338741e55dd25071adca6,4,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_124,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,124,40.2958811339198,4,3,3,1,confirmed_multipath,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_124,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,d79458b79c9c5ae865842f65431be1def12ee3ea1bc338741e55dd25071adca6,5,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_136,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,136,40.5358819159335,4,3,3,1,rejected_candidate,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_136,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,d79458b79c9c5ae865842f65431be1def12ee3ea1bc338741e55dd25071adca6,6,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_137,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,137,40.5558820136852,4,3,3,1,rejected_candidate,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_137,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,d79458b79c9c5ae865842f65431be1def12ee3ea1bc338741e55dd25071adca6,7,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_138,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,138,40.5758821114369,4,3,3,1,rejected_candidate,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_138,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,d79458b79c9c5ae865842f65431be1def12ee3ea1bc338741e55dd25071adca6,8,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_286,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,286,43.5358921798631,4,3,3,1,confirmed_multipath,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_286,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,d79458b79c9c5ae865842f65431be1def12ee3ea1bc338741e55dd25071adca6,9,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_287,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,287,43.5558922776149,4,3,3,1,not_joint_evaluated,,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,d79458b79c9c5ae865842f65431be1def12ee3ea1bc338741e55dd25071adca6,10,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_288,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,288,43.5758923753666,4,3,3,1,not_joint_evaluated,,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,d79458b79c9c5ae865842f65431be1def12ee3ea1bc338741e55dd25071adca6,11,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_609,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,609,49.9959142717498,4,3,3,1,not_joint_evaluated,,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,d79458b79c9c5ae865842f65431be1def12ee3ea1bc338741e55dd25071adca6,12,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_903,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,903,55.8759344086021,2,1,3,1,not_joint_evaluated,,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,d79458b79c9c5ae865842f65431be1def12ee3ea1bc338741e55dd25071adca6,13,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_906,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,906,55.9359346041056,2,1,3,1,not_joint_evaluated,,scenes/F1023_V70_D0120_P5/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,d79458b79c9c5ae865842f65431be1def12ee3ea1bc338741e55dd25071adca6,14,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_145,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,145,44.6613853372434,3,2,3,1,rejected_candidate,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_145,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage3_reliable_centers.csv,5f122ce6fff4aec1a870c3066f1550c6a86bd89e2aba0e78f07ced60dd55d857,2,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_352,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,352,48.8013979472141,3,2,3,1,rejected_candidate,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_352,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage3_reliable_centers.csv,5f122ce6fff4aec1a870c3066f1550c6a86bd89e2aba0e78f07ced60dd55d857,3,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_982,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,982,61.4014362658847,3,2,3,1,rejected_candidate,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_982,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage3_reliable_centers.csv,5f122ce6fff4aec1a870c3066f1550c6a86bd89e2aba0e78f07ced60dd55d857,4,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_84,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,84,43.4413816226784,2,1,4,1,confirmed_multipath,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage3_reliable_centers.csv,5f122ce6fff4aec1a870c3066f1550c6a86bd89e2aba0e78f07ced60dd55d857,5,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_350,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,350,48.7613977517107,2,1,3,1,rejected_candidate,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_350,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage3_reliable_centers.csv,5f122ce6fff4aec1a870c3066f1550c6a86bd89e2aba0e78f07ced60dd55d857,6,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_417,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,417,50.1014018572825,2,1,3,1,confirmed_multipath,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_417,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage3_reliable_centers.csv,5f122ce6fff4aec1a870c3066f1550c6a86bd89e2aba0e78f07ced60dd55d857,7,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_2197,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,2197,85.7015105571847,2,1,3,1,rejected_candidate,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2197,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G18/stage3_reliable_centers.csv,5f122ce6fff4aec1a870c3066f1550c6a86bd89e2aba0e78f07ced60dd55d857,8,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_421,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,421,50.1807827956989,3,2,3,1,rejected_candidate,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_421,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,306f4e48403d4acf00df159ecbb42da6ccad62ef1d781918c515054e72e29c38,2,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_957,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,957,60.9008208211144,3,2,3,1,rejected_candidate,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_957,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,306f4e48403d4acf00df159ecbb42da6ccad62ef1d781918c515054e72e29c38,3,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_958,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,958,60.9208208211144,3,2,3,1,rejected_candidate,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_958,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,306f4e48403d4acf00df159ecbb42da6ccad62ef1d781918c515054e72e29c38,4,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_959,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,959,60.9408209188661,3,2,3,1,rejected_candidate,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_959,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,306f4e48403d4acf00df159ecbb42da6ccad62ef1d781918c515054e72e29c38,5,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_939,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,939,60.5408195503421,2,1,3,1,rejected_candidate,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_939,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,306f4e48403d4acf00df159ecbb42da6ccad62ef1d781918c515054e72e29c38,6,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_956,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,956,60.8808207233627,2,1,3,1,rejected_candidate,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_956,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G26/stage3_reliable_centers.csv,306f4e48403d4acf00df159ecbb42da6ccad62ef1d781918c515054e72e29c38,7,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_74,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,74,43.2490099706745,4,3,4,1,confirmed_multipath,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_74,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage3_reliable_centers.csv,aa9ec830657b0d91c4ea52094e1ba4d161b16bd0e9224195555c37a572abb3f1,2,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_75,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,75,43.2690100684262,4,3,4,1,confirmed_multipath,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_75,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage3_reliable_centers.csv,aa9ec830657b0d91c4ea52094e1ba4d161b16bd0e9224195555c37a572abb3f1,3,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_73,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,73,43.2290098729228,4,3,3,1,rejected_candidate,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_73,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage3_reliable_centers.csv,aa9ec830657b0d91c4ea52094e1ba4d161b16bd0e9224195555c37a572abb3f1,4,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_76,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,76,43.2890101661779,4,3,3,1,confirmed_multipath,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_76,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage3_reliable_centers.csv,aa9ec830657b0d91c4ea52094e1ba4d161b16bd0e9224195555c37a572abb3f1,5,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_2093,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,2093,83.629219941349,3,2,4,1,confirmed_multipath,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_2093,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage3_reliable_centers.csv,aa9ec830657b0d91c4ea52094e1ba4d161b16bd0e9224195555c37a572abb3f1,6,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_432,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,432,50.4090471163245,3,2,3,1,confirmed_multipath,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage3_reliable_centers.csv,aa9ec830657b0d91c4ea52094e1ba4d161b16bd0e9224195555c37a572abb3f1,7,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_957,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,957,60.9091016617791,3,2,3,1,rejected_candidate,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_957,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage3_reliable_centers.csv,aa9ec830657b0d91c4ea52094e1ba4d161b16bd0e9224195555c37a572abb3f1,8,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_958,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,958,60.9291017595308,3,2,3,1,rejected_candidate,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_958,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage3_reliable_centers.csv,aa9ec830657b0d91c4ea52094e1ba4d161b16bd0e9224195555c37a572abb3f1,9,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_959,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,959,60.9491018572825,3,2,3,1,not_joint_evaluated,,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage3_reliable_centers.csv,aa9ec830657b0d91c4ea52094e1ba4d161b16bd0e9224195555c37a572abb3f1,10,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_2206,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,2206,85.8892316715543,3,2,3,1,not_joint_evaluated,,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage3_reliable_centers.csv,aa9ec830657b0d91c4ea52094e1ba4d161b16bd0e9224195555c37a572abb3f1,11,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_2207,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,2207,85.909231769306,3,2,3,1,not_joint_evaluated,,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage3_reliable_centers.csv,aa9ec830657b0d91c4ea52094e1ba4d161b16bd0e9224195555c37a572abb3f1,12,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_2094,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,2094,83.6492201368524,2,1,4,1,not_joint_evaluated,,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage3_reliable_centers.csv,aa9ec830657b0d91c4ea52094e1ba4d161b16bd0e9224195555c37a572abb3f1,13,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_2092,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,2092,83.6092198435973,2,1,3,1,not_joint_evaluated,,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage3_reliable_centers.csv,aa9ec830657b0d91c4ea52094e1ba4d161b16bd0e9224195555c37a572abb3f1,14,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_2095,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,2095,83.6692202346041,2,1,3,1,not_joint_evaluated,,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage3_reliable_centers.csv,aa9ec830657b0d91c4ea52094e1ba4d161b16bd0e9224195555c37a572abb3f1,15,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_97,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,97,48.0786755620723,2,1,4,1,rejected_candidate,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_97,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G16/stage3_reliable_centers.csv,39f094a72450ddad23c4c6b6a1822951f76213e8f58eed16b1bb6eac2cf0907f,2,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_98,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,98,48.098675659824,2,1,4,1,rejected_candidate,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_98,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G16/stage3_reliable_centers.csv,39f094a72450ddad23c4c6b6a1822951f76213e8f58eed16b1bb6eac2cf0907f,3,eligible_pending_modeling_qa,sage-event-path-db-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__candidate_221,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,221,50.5586804496579,2,1,4,1,rejected_candidate,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_221,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G16/stage3_reliable_centers.csv,39f094a72450ddad23c4c6b6a1822951f76213e8f58eed16b1bb6eac2cf0907f,4,eligible_pending_modeling_qa,sage-event-path-db-v1
