scope,cell_id,group_count,minimum,q10,q25,median,q75,q90,maximum
elevation_ready,Mountain/Valley/HIGH,14,0.3628951484284328,0.6517801738464986,0.7103371117921634,0.8104088463124834,0.9081970910868055,0.9275463387975502,0.9370497137809436
elevation_ready,Mountain/Valley/LOW,15,0.2200554937387974,0.429864286240655,0.5068448532710441,0.6260291821512896,0.8279495907870233,0.9317791207877523,0.9934501212332616
elevation_ready,Mountain/Valley/MID,52,0.1589367791139267,0.508659850612989,0.6604355865783611,0.7488398938105887,0.8411527866086266,0.9484797874178725,1.084278794680407
elevation_ready,Urban/HIGH,63,0.1865481183137598,0.3125082880308943,0.6022312766685598,0.7729934800205235,0.8874028745602038,0.9337037603308185,1.0191367474611996
elevation_ready,Urban/LOW,18,0.4361047836910207,0.5481040898532127,0.5968055852475568,0.6452998860541277,0.7786289000683102,0.8419878777007125,0.9990623711093594
elevation_ready,Urban/MID,117,0.116917777980625,0.4281034913311745,0.5666357307238403,0.6818997659307239,0.7967119394902225,0.8819929841734275,1.1543699517380377
environment_only,Mountain/Valley,82,0.1589367791139267,0.45805028003811515,0.6333427391662211,0.7434962336131158,0.8509568427820069,0.9326615792717426,1.084278794680407
environment_only,Urban,208,0.116917777980625,0.4309102303080294,0.5866229611865378,0.7109489344805211,0.8381277689142405,0.9235617125623884,1.1543699517380377
