scope,retained_path_count,cell_id,total_relative_power_linear_including_direct,weighted_mean_delay_samples,rms_delay_dispersion_samples,maximum_excess_delay_samples,run_id,center_window_id,group_id,environment_class,elevation_band,track_count_in_set
environment_only,2,Urban,1.622726368609428,0.5728303257000714,0.7478034799071187,2.4,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,783,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::783,Urban,MID,2
environment_only,2,Urban,1.975659031929481,0.6921901889707742,0.7322407151205637,2.3,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,784,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::784,Urban,MID,2
environment_only,2,Urban,1.7309937923372751,0.6121839478937477,0.7298022337491762,2.4,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,785,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::785,Urban,MID,2
environment_only,1,Urban,1.0744819698556645,0.117842227516985,0.4317927699634509,1.7,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,787,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::787,Urban,MID,1
environment_only,1,Urban,1.1696455651367352,0.17404817684260074,0.42256957338275986,1.2,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,1081,F1023_V70_D0120_P1__G31__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::1081,Urban,MID,1
environment_only,1,Urban,1.089693037109122,0.09054140703860823,0.30232069289735714,1.1,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,874,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::874,Urban,HIGH,1
environment_only,3,Urban,1.817824736098403,0.6753518053046388,0.8289006599673417,3.3,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,1086,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1086,Urban,HIGH,3
environment_only,3,Urban,1.4502002774183258,0.5711336422687259,0.8873865181499663,3.7,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,1087,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1087,Urban,HIGH,3
environment_only,3,Urban,1.3568648602449764,0.4477724914328437,0.7976160458292889,3.5,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,1088,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1::1088,Urban,HIGH,3
environment_only,1,Urban,1.2306565818058945,0.28113844091349627,0.5853792261525625,1.5,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,16,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1::16,Urban,LOW,1
environment_only,1,Urban,1.330530613210924,0.372630223531572,0.648145085461711,1.5,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,17,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1::17,Urban,LOW,1
environment_only,1,Urban,1.3249578677133036,0.46599213733555117,0.8174572703689117,1.9,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,18,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1::18,Urban,LOW,1
environment_only,1,Urban,1.4377001711802042,0.517555959109002,0.7822921191448016,1.7,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,65,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1::65,Urban,LOW,1
environment_only,1,Urban,1.1988683994723064,0.28199615508401776,0.6323540402026864,1.7,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,66,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1::66,Urban,LOW,1
environment_only,1,Urban,1.3351247490397444,0.3263082150675485,0.5636697866368603,1.3,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,67,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1::67,Urban,LOW,1
environment_only,1,Urban,1.3991690785487056,0.48499316053830144,0.7676392428388362,1.7,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,84,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1::84,Urban,LOW,1
environment_only,1,Urban,1.2427542525468938,0.21486925291491382,0.43610478369102074,1.1,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,87,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1::87,Urban,LOW,1
environment_only,1,Urban,1.4535916998128449,0.5304831403351565,0.7876604448554699,1.7,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,177,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1::177,Urban,LOW,1
environment_only,1,Urban,1.6135703000845425,0.494333212546186,0.6310846625325394,1.3,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,178,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1::178,Urban,LOW,1
environment_only,3,Urban,1.4132328583955611,0.40561965229493635,0.7127196107172009,3.1,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,121,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::121,Urban,,3
environment_only,3,Urban,1.3917002098428113,0.4319616805919442,0.7453443551073594,3.3,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,122,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::122,Urban,,3
environment_only,3,Urban,1.4569940218729454,0.5355198185652627,0.843963124931371,3.5,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,123,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::123,Urban,,3
environment_only,3,Urban,1.4771916944779862,0.6567287989025061,1.0001537625041974,3.8,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,124,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::124,Urban,,3
environment_only,3,Urban,1.4088243740455832,0.5404003938482066,0.9316006898288346,3.4,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,136,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::136,Urban,,3
environment_only,3,Urban,1.297711667949846,0.5144462525663785,0.9897742825594968,3.9,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,137,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::137,Urban,,3
environment_only,3,Urban,1.383469248073661,0.37480529515533595,0.6737999165572346,3.1,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,138,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::138,Urban,,3
environment_only,3,Urban,1.4314047631555835,0.5241652256369375,0.8793487154277989,3.3,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,286,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::286,Urban,,3
environment_only,3,Urban,1.3613882858963244,0.3532255531797374,0.6734550642534506,3.0,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,287,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::287,Urban,,3
environment_only,3,Urban,1.3345597606137527,0.3775967693100641,0.7381739569784743,3.1,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,288,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::288,Urban,,3
environment_only,3,Urban,1.49135588589556,0.5645903175348138,0.8627665427589056,3.5,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,609,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::609,Urban,HIGH,3
environment_only,1,Urban,1.0358619596334313,0.038082444509048546,0.20109802679332445,1.1,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,903,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::903,Urban,HIGH,1
environment_only,1,Urban,1.0305442648298444,0.03260286089542836,0.18654811831375986,1.1,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,906,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1::906,Urban,HIGH,1
environment_only,1,Urban,1.0602310149433294,0.05680933126310093,0.23147792798567252,1.0,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,84,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::84,Urban,HIGH,1
environment_only,2,Urban,1.5742364938759255,0.730719222827149,0.9816369587064174,2.9,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,145,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::145,Urban,HIGH,2
environment_only,1,Urban,1.364537753260735,0.3740115312643248,0.6194606672351116,1.4,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,350,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::350,Urban,HIGH,1
environment_only,2,Urban,1.5884689802012797,0.42259919143628594,0.5638774789302884,2.1,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,352,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::352,Urban,HIGH,2
environment_only,1,Urban,1.1059262319309235,0.09578055829815933,0.29429006600674146,1.0,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,417,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::417,Urban,HIGH,1
environment_only,2,Urban,1.1646411589187304,0.27212745653217324,0.6959399210738383,2.5,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,982,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::982,Urban,HIGH,2
environment_only,1,Urban,1.6609282795535267,0.7560613824272183,0.9299934476188305,1.9,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,2197,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::2197,Urban,HIGH,1
environment_only,2,Urban,1.5795105424575655,0.4353877122069307,0.5967885612893327,2.1,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,421,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::421,Urban,HIGH,2
environment_only,1,Urban,1.0642974633566284,0.10874350266411391,0.42885097111204595,1.8,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,939,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::939,Urban,HIGH,1
environment_only,1,Urban,1.0207370930124495,0.04063160465982322,0.2821564849908899,2.0,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,956,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::956,Urban,HIGH,1
environment_only,2,Urban,1.1669423028530186,0.2890798883919223,0.7292055596118214,2.7,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,957,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::957,Urban,HIGH,2
environment_only,2,Urban,1.5173399640401513,0.5005285023490325,0.7112531885264289,2.4,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,958,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::958,Urban,HIGH,2
environment_only,2,Urban,1.5563652069273168,0.5531209753433921,0.7523305612477871,2.5,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,959,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1::959,Urban,HIGH,2
environment_only,3,Urban,1.2277565345543475,0.3941466320626827,0.8929361600014152,3.5,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,73,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::73,Urban,MID,3
environment_only,3,Urban,1.3893593974394092,0.5573499660011023,0.9488678098001488,3.7,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,74,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::74,Urban,MID,3
environment_only,3,Urban,1.3725681290235443,0.5434104787960402,0.9608577885481996,3.6,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,75,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::75,Urban,MID,3
environment_only,3,Urban,1.421739706012226,0.5772667277877523,0.943147826874976,3.7,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,76,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::76,Urban,MID,3
environment_only,2,Urban,1.7308883298456066,0.630172498056728,0.7607482298711107,2.4,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,432,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::432,Urban,MID,2
environment_only,2,Urban,1.5977054100435837,0.4809556766194686,0.6452136327986583,2.2,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,957,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::957,Urban,MID,2
environment_only,2,Urban,1.711655953743398,0.559679825690502,0.6770910140769213,2.3,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,958,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::958,Urban,MID,2
environment_only,2,Urban,1.726219857529271,0.48938423497887584,0.5955810120563881,2.1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,959,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::959,Urban,MID,2
environment_only,1,Urban,1.6801782814170498,0.850132635788581,1.030802132672988,2.1,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,2092,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::2092,Urban,MID,1
environment_only,2,Urban,2.274024527762459,1.1167474680701046,1.1543699517380375,2.7,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,2093,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::2093,Urban,MID,2
environment_only,1,Urban,1.8243395840206655,0.8133415863109342,0.8958182401229029,1.8,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,2094,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::2094,Urban,MID,1
environment_only,1,Urban,1.749966724826323,0.7285529571033883,0.8412791544853992,1.7,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,2095,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::2095,Urban,MID,1
environment_only,2,Urban,1.3018938935034425,0.362052431889896,0.6823289279120025,2.4,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,2206,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::2206,Urban,MID,2
environment_only,2,Urban,1.3450741299839017,0.42060171575596633,0.7371916239472927,2.5,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,2207,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1::2207,Urban,MID,2
environment_only,1,Urban,1.0876610944923035,0.16925152454751174,0.5716486009675155,2.1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,91,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::91,Urban,MID,1
environment_only,1,Urban,1.7072698565536757,0.7042581766003594,0.8374122765473098,1.7,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,92,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::92,Urban,MID,1
environment_only,1,Urban,1.663329352520491,0.47855538761364047,0.587580808163717,1.2,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,93,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::93,Urban,MID,1
environment_only,1,Urban,1.4233801161700934,0.5651492609631545,0.8685562207841205,1.9,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,96,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::96,Urban,MID,1
environment_only,1,Urban,1.5021074166362847,0.5682567031012586,0.8019480747857854,1.7,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,97,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::97,Urban,MID,1
environment_only,1,Urban,1.547078006549357,0.4597062368564377,0.6215209439018623,1.3,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,98,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::98,Urban,MID,1
environment_only,1,Urban,1.5867705491797193,0.4067680764754269,0.5310222369011027,1.1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,99,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::99,Urban,MID,1
environment_only,1,Urban,1.2272286357966278,0.18515591078033097,0.388423994474385,1.0,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,203,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::203,Urban,MID,1
environment_only,1,Urban,1.3120782246090867,0.4043455427312738,0.7238039131674525,1.7,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,204,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::204,Urban,MID,1
environment_only,1,Urban,1.2416453354708883,0.2530021473426783,0.5146772823677722,1.3,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,205,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::205,Urban,MID,1
environment_only,1,Urban,1.7147915014980681,0.5002064688612805,0.5916428408616684,1.2,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,220,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::220,Urban,MID,1
environment_only,1,Urban,1.5638391912252327,0.39660286928979277,0.5281754635439586,1.1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,221,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::221,Urban,MID,1
environment_only,1,Urban,1.3746586555930385,0.3543106867215921,0.5788504383801947,1.3,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,222,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::222,Urban,MID,1
environment_only,1,Urban,1.7513250184997096,0.4290037603318999,0.494933868262205,1.0,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,223,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::223,Urban,MID,1
environment_only,1,Urban,1.505095628859682,0.40270846782727965,0.5666357307238403,1.2,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,293,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::293,Urban,MID,1
environment_only,1,Urban,1.5224597426917788,0.6177027283378165,0.854580745402146,1.8,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,294,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::294,Urban,MID,1
environment_only,1,Urban,1.8737986230845838,0.6528546116148983,0.6984105614565246,1.4,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,418,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::418,Urban,MID,1
environment_only,1,Urban,1.748360463405795,0.513642681176622,0.5937528218759364,1.2,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,419,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::419,Urban,MID,1
environment_only,1,Urban,1.7646591213968357,0.5633138127147352,0.6441936858848774,1.3,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,420,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::420,Urban,MID,1
environment_only,1,Urban,1.693568777074537,0.6962025617072533,0.835970303285104,1.7,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,421,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::421,Urban,MID,1
environment_only,1,Urban,1.437430978137416,0.42604019163822254,0.6441630410093226,1.4,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,522,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::522,Urban,MID,1
environment_only,1,Urban,1.8306645396220396,0.6806254135945129,0.7467845517691617,1.5,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,523,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::523,Urban,MID,1
environment_only,1,Urban,1.6716626055033057,0.6026897442930005,0.7353908406851004,1.5,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,524,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::524,Urban,MID,1
environment_only,1,Urban,1.506061884223906,0.43682165811539186,0.6140480392862835,1.3,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,539,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::539,Urban,MID,1
environment_only,1,Urban,1.7966516274241764,0.6651136051619978,0.7451807163174626,1.5,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,540,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::540,Urban,MID,1
environment_only,1,Urban,1.4655645160667061,0.508270511151503,0.7449120118082369,1.6,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,541,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::541,Urban,MID,1
environment_only,1,Urban,1.7866887144444967,0.5283664970296214,0.5957085203790463,1.2,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,559,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::559,Urban,MID,1
environment_only,1,Urban,1.7919516019225252,0.48614413535508066,0.5462805401535458,1.1,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,560,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::560,Urban,MID,1
environment_only,1,Urban,1.583829481868049,0.6266521305090661,0.8201315316422486,1.7,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,561,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1::561,Urban,MID,1
environment_only,2,Urban,1.2693030133890535,0.4345260736380744,0.8531572421524157,2.9,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,259,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::259,Urban,HIGH,2
environment_only,2,Urban,1.346700939137723,0.5097580832797107,0.8874192309704413,2.8,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,261,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::261,Urban,HIGH,2
environment_only,1,Urban,1.606895072606314,0.6798272950825108,0.8726534134519363,1.8,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,516,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::516,Urban,HIGH,1
environment_only,1,Urban,1.5624392220885732,0.539962656598641,0.7199891071237812,1.5,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,517,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::517,Urban,HIGH,1
environment_only,1,Urban,1.5055787031980874,0.6380267826822342,0.8973141655386935,1.9,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,768,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::768,Urban,HIGH,1
environment_only,1,Urban,1.706932440857833,0.41415373211991824,0.4925752920022088,1.0,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,848,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1::848,Urban,HIGH,1
