event_id,run_id,scene_id,prn,event_status,confirmed_event,event_utc,environment_class,geometry_join_status,geometry_join_valid,include_in_environment_modeling,include_in_elevation_modeling,exclusion_reason,alignment_id,alignment_version
F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_1899,F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G16,rejected_candidate,0,2026-01-20T15:36:07.960Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_2319,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,rejected_candidate,0,2026-01-20T15:36:16.360Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_2320,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,rejected_candidate,0,2026-01-20T15:36:16.380Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_1947,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,rejected_candidate,0,2026-01-20T15:36:08.920Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_1948,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,rejected_candidate,0,2026-01-20T15:36:08.940Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_1949,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,rejected_candidate,0,2026-01-20T15:36:08.960Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_2318,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,rejected_candidate,0,2026-01-20T15:36:16.340Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_2321,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,rejected_candidate,0,2026-01-20T15:36:16.400Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1__event_1278,F1023_V70_D0120_P9__G18__ch1__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G18,rejected_candidate,0,2026-01-20T15:35:55.540Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_1946,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,rejected_candidate,0,2026-01-20T15:36:08.900Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_1947,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,rejected_candidate,0,2026-01-20T15:36:08.920Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_1948,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,rejected_candidate,0,2026-01-20T15:36:08.940Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_2283,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,rejected_candidate,0,2026-01-20T15:36:15.640Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_2284,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,rejected_candidate,0,2026-01-20T15:36:15.660Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_2285,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,confirmed_multipath,1,2026-01-20T15:36:15.680Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_2303,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,rejected_candidate,0,2026-01-20T15:36:16.040Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_2304,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,rejected_candidate,0,2026-01-20T15:36:16.060Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_823,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,confirmed_multipath,1,2026-01-20T15:36:16.440Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_822,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,confirmed_multipath,1,2026-01-20T15:36:16.420Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_845,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,confirmed_multipath,1,2026-01-20T15:36:16.880Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_846,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,confirmed_multipath,1,2026-01-20T15:36:16.900Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_847,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,confirmed_multipath,1,2026-01-20T15:36:16.920Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_755,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,confirmed_multipath,1,2026-01-20T15:36:15.080Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_757,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,confirmed_multipath,1,2026-01-20T15:36:15.120Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_796,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,confirmed_multipath,1,2026-01-20T15:36:15.900Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G28__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_592,F1023_V70_D0120_P9__G28__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G28,rejected_candidate,0,2026-01-20T15:35:59.820Z,Special Reflective,unavailable,0,1,0,geometry_prn_missing_in_timeseries,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_1305,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,rejected_candidate,0,2026-01-20T15:35:56.080Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_1306,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,rejected_candidate,0,2026-01-20T15:35:56.100Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2559,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,rejected_candidate,0,2026-01-20T15:36:21.160Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_494,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,rejected_candidate,0,2026-01-20T15:35:39.860Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_495,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,rejected_candidate,0,2026-01-20T15:35:39.880Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_559,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,rejected_candidate,0,2026-01-20T15:35:41.160Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_560,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,confirmed_multipath,1,2026-01-20T15:35:41.180Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2539,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,rejected_candidate,0,2026-01-20T15:36:20.760Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1476,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,confirmed_multipath,1,2026-01-20T15:36:17.500Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1477,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,rejected_candidate,0,2026-01-20T15:36:17.520Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1478,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,rejected_candidate,0,2026-01-20T15:36:17.540Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_449,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,confirmed_multipath,1,2026-01-20T15:35:56.960Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_450,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,rejected_candidate,0,2026-01-20T15:35:56.980Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_451,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,confirmed_multipath,1,2026-01-20T15:35:57.000Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1062,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,rejected_candidate,0,2026-01-20T15:36:09.220Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1063,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,rejected_candidate,0,2026-01-20T15:36:09.240Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_67,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,rejected_candidate,0,2026-01-22T08:22:31.320Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_68,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,rejected_candidate,0,2026-01-22T08:22:31.340Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_69,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,confirmed_multipath,1,2026-01-22T08:22:31.360Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_208,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,rejected_candidate,0,2026-01-22T08:22:34.140Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1291,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,confirmed_multipath,1,2026-01-22T08:23:01.840Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_431,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,confirmed_multipath,1,2026-01-22T08:22:38.600Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,rejected_candidate,0,2026-01-22T08:22:38.620Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_433,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,confirmed_multipath,1,2026-01-22T08:22:38.640Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1585,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,confirmed_multipath,1,2026-01-22T08:23:01.680Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1586,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,rejected_candidate,0,2026-01-22T08:23:01.700Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1587,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,confirmed_multipath,1,2026-01-22T08:23:01.720Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1428,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,confirmed_multipath,1,2026-01-22T08:22:58.540Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1592,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,rejected_candidate,0,2026-01-22T08:23:01.820Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1318,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,confirmed_multipath,1,2026-01-22T08:22:56.340Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1329,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,confirmed_multipath,1,2026-01-22T08:22:56.560Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1560,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,confirmed_multipath,1,2026-01-22T08:23:01.180Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1562,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,confirmed_multipath,1,2026-01-22T08:23:01.220Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1332,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,confirmed_multipath,1,2026-01-22T08:22:56.620Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1429,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,confirmed_multipath,1,2026-01-22T08:22:58.560Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G19__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_1434,F1023_V70_D0122_P1__G19__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G19,confirmed_multipath,1,2026-01-22T08:22:58.660Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_56,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G22,rejected_candidate,0,2026-01-22T08:22:31.100Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_57,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G22,rejected_candidate,0,2026-01-22T08:22:31.120Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_55,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G22,rejected_candidate,0,2026-01-22T08:22:31.080Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_58,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G22,rejected_candidate,0,2026-01-22T08:22:31.140Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_1606,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G22,rejected_candidate,0,2026-01-22T08:23:02.100Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_1604,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G22,rejected_candidate,0,2026-01-22T08:23:02.060Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_446,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G22,confirmed_multipath,1,2026-01-22T08:22:38.900Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_434,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G22,confirmed_multipath,1,2026-01-22T08:22:38.660Z,Urban,valid,1,1,1,,F1023_V70_D0122_P1__tow_to_utc_v1,sage-event-context-alignment-v1
