event_id,run_id,scene_id,prn,event_status,confirmed_event,event_utc,environment_class,geometry_join_status,geometry_join_valid,include_in_environment_modeling,include_in_elevation_modeling,exclusion_reason,alignment_id,alignment_version
F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1088,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G18,rejected_candidate,0,2026-01-20T15:27:39.740Z,Urban,valid,1,1,1,,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_874,F1023_V70_D0120_P5__G18__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G18,confirmed_multipath,1,2026-01-20T15:27:35.460Z,Urban,valid,1,1,1,,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_178,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,rejected_candidate,0,2026-01-20T15:27:33.540Z,Urban,valid,1,1,1,,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_16,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,rejected_candidate,0,2026-01-20T15:27:30.300Z,Urban,valid,1,1,1,,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_17,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,rejected_candidate,0,2026-01-20T15:27:30.320Z,Urban,valid,1,1,1,,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_18,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,rejected_candidate,0,2026-01-20T15:27:30.340Z,Urban,valid,1,1,1,,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_65,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,rejected_candidate,0,2026-01-20T15:27:31.280Z,Urban,valid,1,1,1,,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_66,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,rejected_candidate,0,2026-01-20T15:27:31.300Z,Urban,valid,1,1,1,,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_67,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,rejected_candidate,0,2026-01-20T15:27:31.320Z,Urban,valid,1,1,1,,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,F1023_V70_D0120_P5__G23__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G23,rejected_candidate,0,2026-01-20T15:27:31.660Z,Urban,valid,1,1,1,,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_122,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,rejected_candidate,0,2026-01-20T15:27:20.420Z,Urban,inconclusive,0,1,0,nearest_geometry_delta_exceeds_5s,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_123,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,rejected_candidate,0,2026-01-20T15:27:20.440Z,Urban,inconclusive,0,1,0,nearest_geometry_delta_exceeds_5s,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_121,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,rejected_candidate,0,2026-01-20T15:27:20.400Z,Urban,inconclusive,0,1,0,nearest_geometry_delta_exceeds_5s,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_124,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,confirmed_multipath,1,2026-01-20T15:27:20.460Z,Urban,inconclusive,0,1,0,nearest_geometry_delta_exceeds_5s,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_136,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,rejected_candidate,0,2026-01-20T15:27:20.700Z,Urban,inconclusive,0,1,0,nearest_geometry_delta_exceeds_5s,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_137,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,rejected_candidate,0,2026-01-20T15:27:20.720Z,Urban,inconclusive,0,1,0,nearest_geometry_delta_exceeds_5s,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_138,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,rejected_candidate,0,2026-01-20T15:27:20.740Z,Urban,inconclusive,0,1,0,nearest_geometry_delta_exceeds_5s,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_286,F1023_V70_D0120_P5__G26__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P5,G26,confirmed_multipath,1,2026-01-20T15:27:23.700Z,Urban,inconclusive,0,1,0,nearest_geometry_delta_exceeds_5s,F1023_V70_D0120_P5__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_145,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,rejected_candidate,0,2026-01-20T15:31:56.880Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_352,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,rejected_candidate,0,2026-01-20T15:32:01.020Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_982,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,rejected_candidate,0,2026-01-20T15:32:13.620Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,confirmed_multipath,1,2026-01-20T15:31:55.660Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_350,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,rejected_candidate,0,2026-01-20T15:32:00.980Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_417,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,confirmed_multipath,1,2026-01-20T15:32:02.320Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_2197,F1023_V70_D0120_P7__G18__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G18,rejected_candidate,0,2026-01-20T15:32:37.920Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_421,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,rejected_candidate,0,2026-01-20T15:32:02.400Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_957,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,rejected_candidate,0,2026-01-20T15:32:13.120Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_958,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,rejected_candidate,0,2026-01-20T15:32:13.140Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_959,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,rejected_candidate,0,2026-01-20T15:32:13.160Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_939,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,rejected_candidate,0,2026-01-20T15:32:12.760Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_956,F1023_V70_D0120_P7__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G26,rejected_candidate,0,2026-01-20T15:32:13.100Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_74,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,confirmed_multipath,1,2026-01-20T15:31:55.460Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_75,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,confirmed_multipath,1,2026-01-20T15:31:55.480Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_73,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,rejected_candidate,0,2026-01-20T15:31:55.440Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_76,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,confirmed_multipath,1,2026-01-20T15:31:55.500Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_2093,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,confirmed_multipath,1,2026-01-20T15:32:35.840Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,confirmed_multipath,1,2026-01-20T15:32:02.620Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_957,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,rejected_candidate,0,2026-01-20T15:32:13.120Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_958,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,rejected_candidate,0,2026-01-20T15:32:13.140Z,Urban,valid,1,1,1,,F1023_V70_D0120_P7__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_97,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,rejected_candidate,0,2026-01-20T15:34:01.920Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_98,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,rejected_candidate,0,2026-01-20T15:34:01.940Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_221,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,rejected_candidate,0,2026-01-20T15:34:04.400Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_222,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,rejected_candidate,0,2026-01-20T15:34:04.420Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_419,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,rejected_candidate,0,2026-01-20T15:34:08.360Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_420,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,rejected_candidate,0,2026-01-20T15:34:08.380Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_91,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,rejected_candidate,0,2026-01-20T15:34:01.800Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_92,F1023_V70_D0120_P8__G16__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G16,rejected_candidate,0,2026-01-20T15:34:01.820Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_259,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,rejected_candidate,0,2026-01-20T15:33:59.160Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_261,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,rejected_candidate,0,2026-01-20T15:33:59.200Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_768,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,rejected_candidate,0,2026-01-20T15:34:09.340Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_850,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,rejected_candidate,0,2026-01-20T15:34:10.980Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_516,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,rejected_candidate,0,2026-01-20T15:34:04.300Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_517,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,rejected_candidate,0,2026-01-20T15:34:04.320Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_848,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,confirmed_multipath,1,2026-01-20T15:34:10.940Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_851,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,rejected_candidate,0,2026-01-20T15:34:11.000Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_51,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G23,rejected_candidate,0,2026-01-20T15:34:01.000Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_52,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G23,rejected_candidate,0,2026-01-20T15:34:01.020Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_53,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G23,rejected_candidate,0,2026-01-20T15:34:01.040Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_263,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G23,rejected_candidate,0,2026-01-20T15:34:05.240Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_265,F1023_V70_D0120_P8__G23__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G23,rejected_candidate,0,2026-01-20T15:34:05.280Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_298,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,rejected_candidate,0,2026-01-20T15:33:59.940Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_299,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,confirmed_multipath,1,2026-01-20T15:33:59.960Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_300,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,rejected_candidate,0,2026-01-20T15:33:59.980Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_218,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,rejected_candidate,0,2026-01-20T15:33:58.340Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_849,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,rejected_candidate,0,2026-01-20T15:34:10.960Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_850,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,rejected_candidate,0,2026-01-20T15:34:10.980Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_465,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,rejected_candidate,0,2026-01-20T15:34:03.280Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_194,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,rejected_candidate,0,2026-01-20T15:33:57.860Z,Urban,valid,1,1,1,,F1023_V70_D0120_P8__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_92,F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G16,rejected_candidate,0,2026-01-20T15:35:31.820Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_2565,F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G16,confirmed_multipath,1,2026-01-20T15:36:21.280Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_2566,F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G16,rejected_candidate,0,2026-01-20T15:36:21.300Z,Special Reflective,valid,1,1,1,,F1023_V70_D0120_P9__tow_to_utc_v1,sage-event-context-alignment-v1
