event_path_id,event_id,run_id,scene_id,prn,tracking_channel,center_window_id,path_id,estimate_stage,path_role,is_multipath,delay_samples,excess_delay_samples,excess_delay_chips,excess_delay_s,derived_excess_path_length_m,doppler_hz,doppler_offset_hz,relative_power_db,source_power_field,amplitude,phase_rad,coherence,label_value,label_rule_version,source_file,source_file_sha256,source_row_number,modeling_eligibility,missing_reason,schema_version,event_utc,environment_class,special_condition,road_type,elevation_deg,azimuth_deg,nmea_snr_db_hz,geometry_join_status,geometry_join_valid,geometry_source_utc,geometry_time_delta_s,alignment_version
F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432__path_2,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_432,F1023_V70_D0120_P7__G31__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P7,G31,8,432,2,stage4_joint,multipath,1,1.6,1.1,0.11,,,-8216.79784744758,-17.351558385084,-7.75194332454867,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P7/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,6919625976b9d1027b5c91563fddee29c80a891508960a5b09efe8a11ee9cbfb,12,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:32:02.620Z,Urban,tram infrastructure and moving tram,urban tram road,30.000,225.000,47.000,valid,1,2026-01-20T15:32:02.990Z,0.37,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_848__path_2,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_848,F1023_V70_D0120_P8__G18__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G18,9,848,2,stage4_joint,multipath,1,1.1,1.1,0.11,,,-4913.56074130888,6.7029305661199,-6.56397575034913,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G18/stage4_joint_paths.csv,4bed5efd8efd9bc64e8daab002503be65dc8eadc3ca515e86aa786735b79f63f,9,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:34:10.940Z,Urban,general urban road,urban road,74.000,125.000,46.000,valid,1,2026-01-20T15:34:10.990Z,0.05,sage-event-context-alignment-v1
F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_299__path_2,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_299,F1023_V70_D0120_P8__G26__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P8,G26,3,299,2,stage4_joint,multipath,1,1,1.1,0.11,,,-5690.52710415471,14.6643020952852,-6.9900018193734,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P8/sage_results/nav_sage_v2/G26/stage4_joint_paths.csv,8e1090a0d2201a463f4a481c05f7086fb9c32a6774b8eafd77788247be5f76f1,4,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:33:59.960Z,Urban,general urban road,urban road,74.000,229.000,47.000,valid,1,2026-01-20T15:34:00.990Z,1.03,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_2565__path_2,F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_2565,F1023_V70_D0120_P9__G16__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G16,9,2565,2,stage4_joint,multipath,1,1.2,1,0.1,,,-3217.33765102972,-0.335697904715289,-6.99350764373868,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G16/stage4_joint_paths.csv,36671032256780cc40ce54373e77b7a348bf6fb4dd4efea4b9ad9f37064f172e,4,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:36:21.280Z,Special Reflective,bridge over wide water surface,bridge over water,51.000,299.000,44.000,valid,1,2026-01-20T15:36:21.000Z,0.28,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_2285__path_2,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_2285,F1023_V70_D0120_P9__G26__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G26,6,2285,2,stage4_joint,multipath,1,2,1.8,0.18,,,-5819.64019219901,-29.4546453240118,-19.5143035546653,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G26/stage4_joint_paths.csv,543c95e93a88fedaf273fe7d9725396816e5cbbf7212346528bdc9412714698e,8,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:36:15.680Z,Special Reflective,bridge over wide water surface,bridge over water,73.000,225.000,49.000,valid,1,2026-01-20T15:36:16.000Z,0.32,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_823__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_823,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,823,2,stage4_joint,multipath,1,2.3,2.7,0.27,,,-1949.18593438021,61.1312042916647,-5.90480848254359,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,3,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:36:16.440Z,Special Reflective,bridge over wide water surface,bridge over water,22.000,271.000,38.000,valid,1,2026-01-20T15:36:16.000Z,0.44,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_822__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_822,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,822,2,stage4_joint,multipath,1,3.1,2.6,0.26,,,-1947.98344304985,60.9873821454651,-6.55295075543916,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,5,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:36:16.420Z,Special Reflective,bridge over wide water surface,bridge over water,22.000,271.000,38.000,valid,1,2026-01-20T15:36:16.000Z,0.42,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_845__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_845,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,845,2,stage4_joint,multipath,1,1.7,2.6,0.26,,,-1954.45299950589,54.2952915097351,-2.29558115602777,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,7,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:36:16.880Z,Special Reflective,bridge over wide water surface,bridge over water,22.000,271.000,36.000,valid,1,2026-01-20T15:36:17.000Z,0.12,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_846__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_846,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,846,2,stage4_joint,multipath,1,1.8,2.6,0.26,,,-1951.55063243782,59.439113655935,-2.79065278138611,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,9,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:36:16.900Z,Special Reflective,bridge over wide water surface,bridge over water,22.000,271.000,36.000,valid,1,2026-01-20T15:36:17.000Z,0.1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_847__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_847,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,847,2,stage4_joint,multipath,1,1.9,2.7,0.27,,,-1951.26581908047,59.5829358023441,-3.18327858084326,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,11,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:36:16.920Z,Special Reflective,bridge over wide water surface,bridge over water,22.000,271.000,36.000,valid,1,2026-01-20T15:36:17.000Z,0.08,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_755__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_755,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,755,2,stage4_joint,multipath,1,4,3.3,0.33,,,-1952.31649474157,54.7545501803038,-3.66764242118774,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,13,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:36:15.080Z,Special Reflective,bridge over wide water surface,bridge over water,22.000,271.000,41.000,valid,1,2026-01-20T15:36:15.000Z,0.08,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_757__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_757,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,757,2,stage4_joint,multipath,1,2.7,3.2,0.32,,,-1951.52354006704,58.8072704798321,-5.19406710915628,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,15,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:36:15.120Z,Special Reflective,bridge over wide water surface,bridge over water,22.000,271.000,41.000,valid,1,2026-01-20T15:36:15.000Z,0.12,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_796__path_2,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_796,F1023_V70_D0120_P9__G27__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G27,5,796,2,stage4_joint,multipath,1,2.2,2.8,0.28,,,-1953.3299668787,60.3353163244287,-4.71354633880288,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G27/stage4_joint_paths.csv,02d2f4ab9ac1ba89a19e5163bbc7448e4d793fc9db8d953721a0ef50322bfbaa,17,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:36:15.900Z,Special Reflective,bridge over wide water surface,bridge over water,22.000,271.000,38.000,valid,1,2026-01-20T15:36:16.000Z,0.1,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_560__path_2,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_560,F1023_V70_D0120_P9__G29__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G29,4,560,2,stage4_joint,multipath,1,1.4,1.1,0.11,,,-8127.89820276785,10.8005277008997,-7.17440666457061,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G29/stage4_joint_paths.csv,d22af2b6a71728bcd2ed5ad8911a0c584ac63df9e5f17ee7c8ab442d6b9c8843,9,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:35:41.180Z,Special Reflective,bridge over wide water surface,bridge over water,28.000,80.000,45.000,valid,1,2026-01-20T15:35:41.000Z,0.18,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1476__path_2,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1476,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,1476,2,stage4_joint,multipath,1,1.1,1.2,0.12,,,-8310.73634411236,12.3993980751402,-3.04538863839837,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,3,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:36:17.500Z,Special Reflective,bridge over wide water surface,bridge over water,29.000,223.000,46.000,valid,1,2026-01-20T15:36:17.000Z,0.5,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_449__path_2,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_449,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,449,2,stage4_joint,multipath,1,1.2,1,0.1,,,-8317.62533913206,-0.157565694562436,0.339070822741958,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,7,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:35:56.960Z,Special Reflective,bridge over wide water surface,bridge over water,29.000,223.000,46.000,valid,1,2026-01-20T15:35:57.000Z,0.04,sage-event-context-alignment-v1
F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_451__path_2,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_451,F1023_V70_D0120_P9__G31__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0120_P9,G31,7,451,2,stage4_joint,multipath,1,1.2,1.2,0.12,,,-8311.29563818198,9.66725244302143,-3.07705977175952,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0120_P9/sage_results/nav_sage_v2/G31/stage4_joint_paths.csv,c4be4e9686be1afa01a3d56735ca6a5dc27c4c93048a4eec0e4a9827dcbd3f37,10,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-20T15:35:57.000Z,Special Reflective,bridge over wide water surface,bridge over water,29.000,223.000,46.000,valid,1,2026-01-20T15:35:57.000Z,0,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_69__path_2,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_69,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,5,69,2,stage4_joint,multipath,1,1.2,1.1,0.11,,,-8612.46558071721,-10.3356979047148,-5.73621193729134,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_paths.csv,7f2b486dc327422a91b7992f1fe5c984443706661c13323f9fca670b362b9440,5,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:31.360Z,Urban,street environment,urban street,31.000,152.000,47.000,valid,1,2026-01-22T08:22:31.990Z,0.63,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1291__path_2,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1291,F1023_V70_D0122_P1__G13__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G13,5,1291,2,stage4_joint,multipath,1,1.4,1.2,0.12,,,-8640.63341761102,-28.7603707360231,-12.8563382800761,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G13/stage4_joint_paths.csv,7f2b486dc327422a91b7992f1fe5c984443706661c13323f9fca670b362b9440,8,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:23:01.840Z,Urban,street environment,urban street,30.000,152.000,46.000,valid,1,2026-01-22T08:23:01.990Z,0.15,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_431__path_2,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_431,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,8,431,2,stage4_joint,multipath,1,2,1.5,0.15,,,-7937.76707193244,22.5532405675585,-19.1617004204488,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15/stage4_joint_paths.csv,c6587dd2e08f379601dc0c0be72c8f358aac6b8b17dcd92cba2725cef284176e,3,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:38.600Z,Urban,street environment,urban street,46.000,190.000,49.000,valid,1,2026-01-22T08:22:38.990Z,0.39,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_433__path_2,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_433,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,8,433,2,stage4_joint,multipath,1,1.6,1.1,0.11,,,-7939.78860294401,22.2655962747403,-14.5129577264719,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15/stage4_joint_paths.csv,c6587dd2e08f379601dc0c0be72c8f358aac6b8b17dcd92cba2725cef284176e,6,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:38.640Z,Urban,street environment,urban street,46.000,190.000,49.000,valid,1,2026-01-22T08:22:38.990Z,0.35,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1585__path_2,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1585,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,8,1585,2,stage4_joint,multipath,1,1.9,1.2,0.12,,,-7959.07269335697,16.4732050805305,-17.4266250027851,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15/stage4_joint_paths.csv,c6587dd2e08f379601dc0c0be72c8f358aac6b8b17dcd92cba2725cef284176e,8,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:23:01.680Z,Urban,street environment,urban street,46.000,190.000,50.000,valid,1,2026-01-22T08:23:01.990Z,0.31,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1587__path_2,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1__event_1587,F1023_V70_D0122_P1__G15__ch8__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G15,8,1587,2,stage4_joint,multipath,1,1.6,1.2,0.12,,,-7973.68284512357,1.41481112643487,-6.59429080239482,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G15/stage4_joint_paths.csv,c6587dd2e08f379601dc0c0be72c8f358aac6b8b17dcd92cba2725cef284176e,11,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:23:01.720Z,Urban,street environment,urban street,46.000,190.000,50.000,valid,1,2026-01-22T08:23:01.990Z,0.27,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1428__path_2,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1428,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1428,2,stage4_joint,multipath,1,1.4,1.2,0.12,,,-5166.08828653434,15.1636665906608,-9.96077344323427,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,3,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:58.540Z,Urban,street environment,urban street,38.000,78.000,45.000,valid,1,2026-01-22T08:22:58.990Z,0.45,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1318__path_2,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1318,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1318,2,stage4_joint,multipath,1,3.8,3.6,0.36,,,-5101.86590780101,76.8938578239913,-14.565165401336,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,6,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:56.340Z,Urban,street environment,urban street,38.000,78.000,47.000,valid,1,2026-01-22T08:22:55.990Z,0.35,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1329__path_2,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1329,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1329,2,stage4_joint,multipath,1,3.9,3.5,0.35,,,-5096.02415061082,80.5735056391813,-11.5782588614723,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,8,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:56.560Z,Urban,street environment,urban street,38.000,78.000,46.000,valid,1,2026-01-22T08:22:56.990Z,0.43,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1560__path_2,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1560,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1560,2,stage4_joint,multipath,1,2,1.7,0.17,,,-5115.61815955538,62.2031295071156,-12.65306139331,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,10,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:23:01.180Z,Urban,street environment,urban street,38.000,78.000,45.000,valid,1,2026-01-22T08:23:00.990Z,0.19,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1562__path_2,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1562,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1562,2,stage4_joint,multipath,1,2,1.6,0.16,,,-5117.16971757198,57.144735553019,-12.4124202910959,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,12,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:23:01.220Z,Urban,street environment,urban street,38.000,78.000,45.000,valid,1,2026-01-22T08:23:00.990Z,0.23,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1332__path_2,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1332,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1332,2,stage4_joint,multipath,1,4.1,3.5,0.35,,,-5094.14694197375,85.2134095887468,-13.2040150539852,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,14,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:56.620Z,Urban,street environment,urban street,38.000,78.000,46.000,valid,1,2026-01-22T08:22:56.990Z,0.37,sage-event-context-alignment-v1
