event_path_id,event_id,run_id,scene_id,prn,tracking_channel,center_window_id,path_id,estimate_stage,path_role,is_multipath,delay_samples,excess_delay_samples,excess_delay_chips,excess_delay_s,derived_excess_path_length_m,doppler_hz,doppler_offset_hz,relative_power_db,source_power_field,amplitude,phase_rad,coherence,label_value,label_rule_version,source_file,source_file_sha256,source_row_number,modeling_eligibility,missing_reason,schema_version,event_utc,environment_class,special_condition,road_type,elevation_deg,azimuth_deg,nmea_snr_db_hz,geometry_join_status,geometry_join_valid,geometry_source_utc,geometry_time_delta_s,alignment_version
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1429__path_2,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1429,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1429,2,stage4_joint,multipath,1,3.3,2.8,0.28,,,-5101.92047937174,75.2426065657573,-13.8878213302037,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,16,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:58.560Z,Urban,street environment,urban street,38.000,78.000,45.000,valid,1,2026-01-22T08:22:58.990Z,0.43,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1429__path_3,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1429,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1429,3,stage4_joint,multipath,1,8.4,7.9,0.79,,,-5041.92047937174,135.242606565757,-21.6291224977883,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,17,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:58.560Z,Urban,street environment,urban street,38.000,78.000,45.000,valid,1,2026-01-22T08:22:58.990Z,0.43,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1429__path_4,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1__event_1429,F1023_V70_D0122_P1__G17__ch2__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G17,2,1429,4,stage4_joint,multipath,1,37.9,37.4,3.74,,,-5036.92047937174,140.242606565757,-21.7625884166334,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G17/stage4_joint_paths.csv,0ecb50ed1c72d10a9aba1fc79383d4bd1c6babad2ee8f89331bdef8b774aafc7,18,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:58.560Z,Urban,street environment,urban street,38.000,78.000,45.000,valid,1,2026-01-22T08:22:58.990Z,0.43,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G19__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_1434__path_2,F1023_V70_D0122_P1__G19__ch11__nav_sage_v2__ingestion_20260825_event_path_v1__event_1434,F1023_V70_D0122_P1__G19__ch11__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G19,11,1434,2,stage4_joint,multipath,1,2.9,2.7,0.27,,,-3009.01747871547,50.6373064407817,-14.005879242939,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G19/stage4_joint_paths.csv,c7c9ffa31e4012a9bb70bf0ec5cf6794204e74fe0827bde14b63def1f42090cb,3,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:58.660Z,Urban,street environment,urban street,36.000,112.000,46.000,valid,1,2026-01-22T08:22:58.990Z,0.33,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_446__path_2,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_446,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G22,4,446,2,stage4_joint,multipath,1,2.1,1.4,0.14,,,-7749.83700178315,75.3959083730961,-18.5408561785385,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G22/stage4_joint_paths.csv,92ce0ff030919afe94a2bc560c60975d35229587a4b7e85fda2343a9056e7185,9,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:38.900Z,Urban,street environment,urban street,38.000,60.000,46.000,valid,1,2026-01-22T08:22:38.990Z,0.09,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_434__path_2,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_434,F1023_V70_D0122_P1__G22__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G22,4,434,2,stage4_joint,multipath,1,1.6,1.2,0.12,,,-7748.7048860275,77.1217741287501,-15.8635228887381,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G22/stage4_joint_paths.csv,92ce0ff030919afe94a2bc560c60975d35229587a4b7e85fda2343a9056e7185,11,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:38.660Z,Urban,street environment,urban street,38.000,60.000,46.000,valid,1,2026-01-22T08:22:38.990Z,0.33,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_932__path_2,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_932,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G24,7,932,2,stage4_joint,multipath,1,2,1.5,0.15,,,-3917.89942782537,-32.4240860284913,-18.2565229313169,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G24/stage4_joint_paths.csv,e05245afcaf23f7235356a9279b7508fa3e52b25656862f8d17e9ec45fcece47,7,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:48.620Z,Urban,street environment,urban street,69.000,280.000,49.000,valid,1,2026-01-22T08:22:48.990Z,0.37,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1361__path_2,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1361,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G24,7,1361,2,stage4_joint,multipath,1,1.2,1,0.1,,,-3885.87485850364,12.9928172776113,-9.99501464006769,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G24/stage4_joint_paths.csv,e05245afcaf23f7235356a9279b7508fa3e52b25656862f8d17e9ec45fcece47,9,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:57.200Z,Urban,street environment,urban street,69.000,280.000,48.000,valid,1,2026-01-22T08:22:56.990Z,0.21,sage-event-context-alignment-v1
F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1362__path_2,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1__event_1362,F1023_V70_D0122_P1__G24__ch7__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P1,G24,7,1362,2,stage4_joint,multipath,1,1.3,1.2,0.12,,,-3888.96860850364,7.99281727761127,-10.8109650342901,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P1/sage_results/nav_sage_v2/G24/stage4_joint_paths.csv,e05245afcaf23f7235356a9279b7508fa3e52b25656862f8d17e9ec45fcece47,11,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:22:57.220Z,Urban,street environment,urban street,69.000,280.000,48.000,valid,1,2026-01-22T08:22:56.990Z,0.23,sage-event-context-alignment-v1
F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_889__path_2,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_889,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G23,10,889,2,stage4_joint,multipath,1,2.1,1.7,0.17,,,-7367.21867429175,-35.9042211667502,-12.7993145087061,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P2/sage_results/nav_sage_v2/G23/stage4_joint_paths.csv,277266fdec5a0c163c7fbd63e59e89c6ade829b4bad1a154a09fbbb8cdfc57bd,4,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:31:17.760Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,23.000,264.000,40.000,valid,1,2026-01-22T08:31:17.990Z,0.23,sage-event-context-alignment-v1
F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_1071__path_2,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_1071,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G23,10,1071,2,stage4_joint,multipath,1,0.5,2.4,0.24,,,-7402.69044593762,-62.5005045313692,-3.20661635132362,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P2/sage_results/nav_sage_v2/G23/stage4_joint_paths.csv,277266fdec5a0c163c7fbd63e59e89c6ade829b4bad1a154a09fbbb8cdfc57bd,6,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:31:21.400Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,23.000,264.000,40.000,valid,1,2026-01-22T08:31:20.990Z,0.41,sage-event-context-alignment-v1
F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_2143__path_2,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_2143,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G23,10,2143,2,stage4_joint,multipath,1,0.9,1.3,0.13,,,-7403.8009043925,0.41296279499511,-4.01871024037453,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P2/sage_results/nav_sage_v2/G23/stage4_joint_paths.csv,277266fdec5a0c163c7fbd63e59e89c6ade829b4bad1a154a09fbbb8cdfc57bd,8,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:32:12.880Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,23.000,264.000,46.000,valid,1,2026-01-22T08:32:12.990Z,0.11,sage-event-context-alignment-v1
F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_877__path_2,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_877,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G23,10,877,2,stage4_joint,multipath,1,1.1,1,0.1,,,-7360.66515220046,-35.5108553254604,-8.91496196205138,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P2/sage_results/nav_sage_v2/G23/stage4_joint_paths.csv,277266fdec5a0c163c7fbd63e59e89c6ade829b4bad1a154a09fbbb8cdfc57bd,10,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:31:17.520Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,23.000,264.000,40.000,valid,1,2026-01-22T08:31:17.990Z,0.47,sage-event-context-alignment-v1
F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_878__path_2,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_878,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G23,10,878,2,stage4_joint,multipath,1,1.1,1,0.1,,,-7368.39259414631,-40.1269691463121,-12.0687041174273,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P2/sage_results/nav_sage_v2/G23/stage4_joint_paths.csv,277266fdec5a0c163c7fbd63e59e89c6ade829b4bad1a154a09fbbb8cdfc57bd,12,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:31:17.540Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,23.000,264.000,40.000,valid,1,2026-01-22T08:31:17.990Z,0.45,sage-event-context-alignment-v1
F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_888__path_2,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_888,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G23,10,888,2,stage4_joint,multipath,1,1,1,0.1,,,-7350.99074406577,-21.2881073470153,-8.08846445975634,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P2/sage_results/nav_sage_v2/G23/stage4_joint_paths.csv,277266fdec5a0c163c7fbd63e59e89c6ade829b4bad1a154a09fbbb8cdfc57bd,14,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:31:17.740Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,23.000,264.000,40.000,valid,1,2026-01-22T08:31:17.990Z,0.25,sage-event-context-alignment-v1
F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_891__path_2,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1__event_891,F1023_V70_D0122_P2__G23__ch10__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G23,10,891,2,stage4_joint,multipath,1,2,1.6,0.16,,,-7374.51389021359,-45.1364488073377,-14.5561429262998,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P2/sage_results/nav_sage_v2/G23/stage4_joint_paths.csv,277266fdec5a0c163c7fbd63e59e89c6ade829b4bad1a154a09fbbb8cdfc57bd,16,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:31:17.800Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,23.000,264.000,40.000,valid,1,2026-01-22T08:31:17.990Z,0.19,sage-event-context-alignment-v1
F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_3071__path_2,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1__event_3071,F1023_V70_D0122_P2__G24__ch3__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V70_D0122_P2,G24,3,3071,2,stage4_joint,multipath,1,1.2,1.1,0.11,,,-4367.19782440679,-26.5908908130405,-13.6777357721207,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V70_D0122_P2/sage_results/nav_sage_v2/G24/stage4_joint_paths.csv,b1c0eea5491d6a2db758374cbb79d4fda6c58af4f95e99692b14545e0ee9def7,10,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-22T08:32:01.400Z,Special Reflective,"railway, communication tower and vegetation",urban road near railway,74.000,279.000,47.000,valid,1,2026-01-22T08:32:00.990Z,0.41,sage-event-context-alignment-v1
F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_432__path_2,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_432,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8,G28,6,432,2,stage4_joint,multipath,1,1.3,1.1,0.11,,,-3414.60133566034,35.8854807459065,-15.9704869274224,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G28/stage4_joint_paths.csv,196be526c2dcc05ac7d6686f0e2b87efed74834f2e8c11eb0e4770d85b058eca,4,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-17T12:40:56.620Z,Highway/Open,open road,open road,50.000,297.000,45.000,valid,1,2026-01-17T12:40:56.990Z,0.37,sage-event-context-alignment-v1
F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_433__path_2,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_433,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8,G28,6,433,2,stage4_joint,multipath,1,2,1.7,0.17,,,-3420.41618101331,31.0476861741872,-15.4362729204808,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G28/stage4_joint_paths.csv,196be526c2dcc05ac7d6686f0e2b87efed74834f2e8c11eb0e4770d85b058eca,6,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-17T12:40:56.640Z,Highway/Open,open road,open road,50.000,297.000,45.000,valid,1,2026-01-17T12:40:56.990Z,0.35,sage-event-context-alignment-v1
F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_434__path_2,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1__event_434,F1023_V80_D0117_P8__G28__ch6__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8,G28,6,434,2,stage4_joint,multipath,1,1.4,1.1,0.11,,,-3418.81403417878,31.2098916024684,-16.0883789619973,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G28/stage4_joint_paths.csv,196be526c2dcc05ac7d6686f0e2b87efed74834f2e8c11eb0e4770d85b058eca,9,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-17T12:40:56.660Z,Highway/Open,open road,open road,50.000,297.000,45.000,valid,1,2026-01-17T12:40:56.990Z,0.33,sage-event-context-alignment-v1
F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_733__path_2,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1__event_733,F1023_V80_D0117_P8__G29__ch9__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_V80_D0117_P8,G29,9,733,2,stage4_joint,multipath,1,1.3,1,0.1,,,-3685.56103604256,15.6611319261892,-12.5906314685102,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_V80_D0117_P8/sage_results/nav_sage_v2/G29/stage4_joint_paths.csv,a05e6fb9abe3bf5bec1c350b97b93ebbf599a6a6af5a9fbcbb4e94971901e9c9,10,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-17T12:41:02.640Z,Highway/Open,open road,open road,67.000,209.000,44.000,valid,1,2026-01-17T12:41:02.990Z,0.35,sage-event-context-alignment-v1
F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_47__path_2,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_47,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7,G25,0,47,2,stage4_joint,multipath,1,1.4,1.1,0.11,,,-5774.96216274846,9.66430209528517,-10.1780500244351,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G25/stage4_joint_paths.csv,a231c10582509c5944c54938eba0953f8d1003d74ff41a01431b5e7597bc62ed,5,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-17T12:37:00.920Z,Mountain/Valley,open mountain winding road,open mountain winding road,80.000,57.000,48.000,valid,1,2026-01-17T12:37:01.990Z,1.07,sage-event-context-alignment-v1
F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_84__path_2,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1__event_84,F1023_v90_D0117_P7__G25__ch0__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7,G25,0,84,2,stage4_joint,multipath,1,1.4,1,0.1,,,-5771.91724087346,14.6643020952852,-11.4893364497269,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G25/stage4_joint_paths.csv,a231c10582509c5944c54938eba0953f8d1003d74ff41a01431b5e7597bc62ed,7,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-17T12:37:01.660Z,Mountain/Valley,open mountain winding road,open mountain winding road,80.000,57.000,48.000,valid,1,2026-01-17T12:37:01.990Z,0.33,sage-event-context-alignment-v1
F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_9__path_2,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1__event_9,F1023_v90_D0117_P7__G28__ch4__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7,G28,4,9,2,stage4_joint,multipath,1,0.9,1.1,0.11,,,-3268.29682923266,-5.20234681078637,-6.87295082668952,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G28/stage4_joint_paths.csv,69963590a85f730cfd2b7d5b800f3024540938112b88c00cf2c46543f7ef02a2,5,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-17T12:37:30.160Z,Mountain/Valley,open mountain winding road,open mountain winding road,49.000,299.000,45.000,valid,1,2026-01-17T12:37:30.990Z,0.83,sage-event-context-alignment-v1
F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_150__path_2,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_150,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7,G32,5,150,2,stage4_joint,multipath,1,1.3,1.2,0.12,,,-7640.79642957859,-8.18217176609323,0.036341332758025,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G32/stage4_joint_paths.csv,e037160805c5c5c3b88abc720b43d26b340a06cc85f51d9b12c2ca06dc2ce18f,6,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-17T12:37:02.980Z,Mountain/Valley,open mountain winding road,open mountain winding road,22.000,243.000,44.000,valid,1,2026-01-17T12:37:02.990Z,0.01,sage-event-context-alignment-v1
F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_148__path_2,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_148,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7,G32,5,148,2,stage4_joint,multipath,1,1.3,1.2,0.12,,,-7641.35014329624,-7.76908860873755,-3.72939563502487,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G32/stage4_joint_paths.csv,e037160805c5c5c3b88abc720b43d26b340a06cc85f51d9b12c2ca06dc2ce18f,8,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-17T12:37:02.940Z,Mountain/Valley,open mountain winding road,open mountain winding road,22.000,243.000,44.000,valid,1,2026-01-17T12:37:02.990Z,0.05,sage-event-context-alignment-v1
F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_149__path_2,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_149,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7,G32,5,149,2,stage4_joint,multipath,1,1.2,1.2,0.12,,,-7637.63090362492,-2.97563018741585,-2.3688382608422,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G32/stage4_joint_paths.csv,e037160805c5c5c3b88abc720b43d26b340a06cc85f51d9b12c2ca06dc2ce18f,10,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-17T12:37:02.960Z,Mountain/Valley,open mountain winding road,open mountain winding road,22.000,243.000,44.000,valid,1,2026-01-17T12:37:02.990Z,0.03,sage-event-context-alignment-v1
F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1543__path_2,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1__event_1543,F1023_v90_D0117_P7__G32__ch5__nav_sage_v2__ingestion_20260825_event_path_v1,F1023_v90_D0117_P7,G32,5,1543,2,stage4_joint,multipath,1,1.1,1.3,0.13,,,-7679.04236437212,-1.59998155961966,1.37990260508056,mean_relative_power_db,,,,confirmed_multipath,stage4-strict-confirmed-v1,scenes/F1023_v90_D0117_P7/sage_results/nav_sage_v2/G32/stage4_joint_paths.csv,e037160805c5c5c3b88abc720b43d26b340a06cc85f51d9b12c2ca06dc2ce18f,13,eligible_pending_modeling_qa,,sage-event-path-db-v1,2026-01-17T12:37:30.840Z,Mountain/Valley,open mountain winding road,open mountain winding road,22.000,243.000,42.000,valid,1,2026-01-17T12:37:30.990Z,0.15,sage-event-context-alignment-v1
